eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
8074910,ISK,ISK|ATH-MD,2005,10,18,11,50,43,,26.725,38.14,,,,15,,3.42,0.246
8074911,ISK,ISK|ATH-MD,2005,10,18,12,4,33.2,,26.793,38.158,,,,18,,3.63,0.246
8074914,ISK,ISK|ATH-MD,2005,10,18,12,23,27.7,,26.687,38.182,,,,21,,3.32,0.246
8074916,ISK,ISK|ATH-MD,2005,10,18,12,58,27.8,,26.74,38.117,,,,20,,3.63,0.246
8741774,ATH,ATH|ATH-MD,2005,10,18,13,50,59.7,,26.31,38.2,,,,10,,3.42,0.246
8074920,ISK,ISK|ATH-MD,2005,10,18,14,16,31,,26.763,38.193,,,,19,,3.73,0.246
8074922,ISK,ISK|ATH-MD,2005,10,18,14,33,33.8,,26.769,38.152,,,,19,,3.42,0.246
8074923,ISK,ISK|ATH-MD,2005,10,18,14,53,29.9,,26.652,38.165,,,,18,,3.63,0.246
8074924,ISK,ISK|ATH-MD,2005,10,18,15,4,54.3,,26.857,38.106,,,,16,,3.73,0.246
8074925,ISK,ISK|ATH-MD,2005,10,18,15,11,40.6,,26.661,38.195,,,,20,,3.52,0.246
8074926,ISK,ISK|ATH-MD,2005,10,18,15,23,37.6,,26.695,38.124,,,,20,,3.52,0.246
8074927,ISK,ISK|ATH-MD,2005,10,18,15,49,22.5,,26.846,38.153,,,,20,,3.63,0.246
8074928,ISK,ISK|ATH-MD,2005,10,18,15,51,48.6,,26.911,38.141,,,,22,,3.83,0.246
8074929,IDC,IDC|ISK-ML,2005,10,18,16,0,48.75,1.02,26.9196,38.0887,21.3,13.5,127,0,,4.51,0.188
8741777,ATH,ATH|ATH-MD,2005,10,18,16,3,41.9,,26.35,38.1,,,,10,,3.52,0.246
8741778,ATH,ATH|ATH-MD,2005,10,18,16,12,29.5,,26.5,38.12,,,,10,,3.52,0.246
8074930,ISK,ISK|ATH-MD,2005,10,18,18,1,11.4,,26.782,38.136,,,,4,,3.63,0.246
8074931,ISK,ISK|ATH-MD,2005,10,18,18,5,0.1,,26.753,38.202,,,,24,,3.52,0.246
8741784,ATH,ATH|ATH-MD,2005,10,18,18,19,2.9,,27.09,38.09,3,9.8,-1,43,4.2,3.42,0.246
8074932,ISK,ISK|ATH-MD,2005,10,18,18,21,2,,26.702,38.13,,,,14,,3.52,0.246
8074934,ISK,ISK|ATH-MD,2005,10,18,19,41,48.7,,26.732,38.164,,,,22,,3.63,0.246
8741788,ATH,ATH|ATH-MD,2005,10,18,20,2,0.5,,26.27,38.1,,,,10,,3.42,0.246
8074935,ISK,ISK|ATH-MD,2005,10,18,20,7,13,,26.606,38.192,,,,14,,3.52,0.246
8074936,ISK,ISK|ATH-MD,2005,10,18,20,20,41.1,,26.651,38.217,,,,11,,3.42,0.246
8074937,ISK,ISK|ATH-MD,2005,10,18,20,44,36.9,,26.77,38.12,,,,5,,3.63,0.246
8074938,ISK,ISK|ATH-MD,2005,10,18,20,47,1.2,,26.652,38.23,,,,18,,3.42,0.246
8074939,ISK,ISK|ATH-MD,2005,10,18,20,56,6.5,,26.827,38.207,,,,21,,3.73,0.246
8074940,ISK,ISK|ATH-MD,2005,10,18,20,59,51.2,,26.68,38.137,,,,19,,3.52,0.246
8074941,ISK,ISK|ATH-MD,2005,10,18,21,16,55.5,,26.602,38.149,,,,8,,3.63,0.246
8741791,ATH,ATH|ATH-MD,2005,10,18,21,37,19.9,,26.64,38.15,,,,10,,3.22,0.246
8741792,ATH,ATH|ATH-MD,2005,10,18,21,38,2.9,,26.55,38.1,,,,31,,3.42,0.246
8074942,ISK,ISK|ATH-MD,2005,10,18,21,42,11.5,,26.773,38.117,,,,5,,3.83,0.246
8741793,ATH,ATH|ATH-MD,2005,10,18,22,8,49.8,,26.49,38.16,,,,10,,3.42,0.246
8074944,ISK,ISK|ATH-MD,2005,10,18,22,18,48.3,,26.663,38.195,,,,11,,3.52,0.246
8074945,ISK,ISK|ATH-MD,2005,10,18,22,20,2.4,,26.846,38.112,,,,15,,3.63,0.246
8741794,ATH,ATH|ATH-MD,2005,10,18,22,27,48.1,,27.77,38.28,,0.2,-1,5,0.3,3.42,0.246
8741795,ATH,ATH|ATH-MD,2005,10,18,22,29,39.5,,26.61,38.05,,,,37,,3.42,0.246
8074946,ISK,ISK|ISK-ML,2005,10,18,22,49,27.3,,26.683,38.153,,,,16,,4.15,0.188
8074947,ISK,ISK|ATH-MD,2005,10,18,23,4,48.6,,26.755,38.155,,,,11,,3.52,0.246
8074948,ISK,ISK|ATH-MD,2005,10,18,23,12,57.3,,26.657,38.203,,,,7,,3.52,0.246
8074949,ISK,ISK|ATH-MD,2005,10,18,23,34,11.6,,26.732,38.107,,,,3,,3.63,0.246
8074951,ISK,ISK|ATH-MD,2005,10,18,23,40,51,,26.712,38.138,,,,14,,3.52,0.246
8741796,ATH,ATH|ATH-MD,2005,10,18,23,49,37.8,,26.62,38.15,,,,10,,3.32,0.246
8741836,ATH,ATH|ATH-MD,2005,10,19,0,5,43.1,,26.83,38.13,,,,37,,3.32,0.246
8074968,ISK,ISK|ATH-MD,2005,10,19,0,40,44.9,,26.756,38.123,,,,5,,3.52,0.246
8741837,ATH,ATH|ATH-MD,2005,10,19,0,45,32.4,,26.21,38.01,,,,10,,3.52,0.246
8074969,ISK,ISK|ATH-MD,2005,10,19,0,59,2,,26.764,38.127,,,,6,,3.63,0.246
8074970,ISK,ISK|ATH-MD,2005,10,19,1,25,15.7,,26.743,38.186,,,,12,,3.52,0.246
8074972,ISK,ISK|ATH-MD,2005,10,19,2,53,44,,26.769,38.122,,,,3,,3.83,0.246
8074973,ISK,ISK|ATH-MD,2005,10,19,3,41,34.3,,26.775,38.121,,,,7,,3.73,0.246
8741838,ATH,ATH|ATH-MD,2005,10,19,4,1,40.4,,26.64,38.07,3.8,16,-1,44,12.5,3.42,0.246
8074974,ISK,ISK|ATH-MD,2005,10,19,4,4,48.5,,26.772,38.16,,,,5,,3.83,0.246
8074975,ISK,ISK|ATH-MD,2005,10,19,4,29,44.2,,26.774,38.167,,,,14,,3.73,0.246
8741840,ATH,ATH|ATH-MD,2005,10,19,4,54,11.4,,26.12,37.94,4.6,7.2,-1,31,9.9,3.52,0.246
8074977,ISK,ISK|ATH-MD,2005,10,19,5,22,13.7,,26.734,38.25,,,,21,,3.42,0.246
8074978,ISK,ISK|ATH-MD,2005,10,19,5,24,19.1,,26.612,38.24,,,,13,,3.63,0.246
8074979,ISK,ISK|ATH-MD,2005,10,19,5,29,16.5,,26.656,38.227,,,,20,,3.42,0.246
8074980,ISK,ISK|ISK-ML,2005,10,19,5,51,23.5,,26.685,38.124,,,,7,,3.61,0.188
8074982,ISK,ISK|ATH-MD,2005,10,19,6,23,32.2,,26.755,38.11,,,,11,,3.83,0.246
8074984,ISK,ISK|ATH-MD,2005,10,19,7,4,17.4,,26.884,38.122,,,,22,,3.63,0.246
8074987,ISK,ISK|ISK-MD,2005,10,19,7,25,44.1,,26.757,38.139,,,,17,,3.33,0.27
8074988,ISK,ISK|ATH-MD,2005,10,19,8,43,59,,26.61,38.15,,,,20,,3.73,0.246
7704166,IDC,IDC|MED_RCMT-MW,2005,10,19,10,11,33.49,2.07,26.6886,38.1083,16.4,11.6,129,27.8,19.9,4.6,
7704167,THE,THE|ISK-ML,2005,10,19,10,22,34.64,,26.855,38.058,,,,26,,3.79,0.188
8741842,ATH,ATH|ATH-MD,2005,10,19,11,27,0.1,,26.15,37.91,0.3,0.5,-1,29,0.7,3.42,0.246
8074994,ISK,ISK|ISK-ML,2005,10,19,13,33,56.6,,26.767,38.191,,,,19,,3.79,0.188
8074995,ISK,ISK|ATH-MD,2005,10,19,13,57,26,,26.715,38.201,,,,18,,3.63,0.246
8074996,ISK,ISK|ATH-MD,2005,10,19,14,13,6.1,,26.692,38.19,,,,28,,3.42,0.246
8741843,ATH,ATH|ATH-MD,2005,10,19,14,31,17.1,,26.67,38.11,1.6,12.2,-1,33,11.2,3.52,0.246
8741844,ATH,ATH|ATH-MD,2005,10,19,14,49,0.6,,26.44,38.1,,,,10,,3.42,0.246
8074997,ISK,ISK|ISK-ML,2005,10,19,15,24,45.3,,26.696,38.139,,,,13,,4.15,0.188
8074998,ISK,ISK|ATH-MD,2005,10,19,15,30,6.4,,26.724,38.178,,,,8,,3.63,0.246
8074999,ISK,ISK|ATH-MD,2005,10,19,15,58,34.7,,26.597,38.164,,,,12,,3.63,0.246
8075000,ISK,ISK|ATH-MD,2005,10,19,16,25,22.9,,26.696,38.168,,,,7,,3.73,0.246
8075002,ISK,ISK|ATH-MD,2005,10,19,16,49,59.5,,26.654,38.116,,,,6,,3.63,0.246
8075003,ISK,ISK|ISK-ML,2005,10,19,16,57,31.9,,26.768,38.117,,,,18,,3.88,0.188
8075004,ISK,ISK|ISK-MD,2005,10,19,17,11,57.7,,26.749,38.225,,,,22,,3.33,0.27
8075005,ISK,ISK|ATH-MD,2005,10,19,18,30,30.2,,26.699,38.207,,,,15,,3.42,0.246
8075006,ISK,ISK|ATH-MD,2005,10,19,18,43,32.4,,26.743,38.156,,,,15,,3.42,0.246
8075007,ISK,ISK|ISK-ML,2005,10,19,19,2,30.1,,26.747,38.143,,,,5,,3.79,0.188
8075008,ISK,ISK|ATH-MD,2005,10,19,20,8,48.6,,26.768,38.19,,,,20,,3.42,0.246
8075010,ISK,ISK|ATH-MD,2005,10,19,20,41,57.1,,26.642,38.189,,,,14,,3.42,0.246
8075012,ISK,ISK|ATH-MD,2005,10,19,20,50,18.9,,26.672,38.224,,,,14,,3.52,0.246
8741848,ATH,ATH|ATH-MD,2005,10,19,20,51,53.9,,26.97,38.22,0.6,3.4,-1,19,1.2,3.32,0.246
8075013,ISK,ISK|ATH-MD,2005,10,19,20,58,38.1,,26.73,38.205,,,,17,,3.52,0.246
8075014,ISK,ISK|ATH-MD,2005,10,19,21,7,54.4,,26.721,38.152,,,,15,,3.42,0.246
8075015,IDC,IDC|ATH-MD,2005,10,19,21,31,25.69,4.59,27.4932,35.2014,69.9,12.1,160,58.8,20.5,4.04,0.246
8075016,ISK,ISK|ATH-MD,2005,10,19,22,2,38.6,,26.775,38.159,,,,7,,3.52,0.246
8075017,ISK,ISK|ATH-MD,2005,10,19,22,10,51.8,,26.678,38.146,,,,8,,3.63,0.246
8075018,ISK,ISK|ATH-MD,2005,10,19,22,35,8.5,,26.776,38.129,,,,5,,3.63,0.246
7995753,IDC,IDC|ISK-ML,2005,10,19,22,39,1.54,2.35,27.3007,37.7125,22.3,13.1,133,30.5,22.3,4.33,0.188
8075019,ISK,ISK|ISK-MD,2005,10,19,22,49,57.1,,26.763,38.155,,,,7,,3.43,0.27
8075021,ISK,ISK|ATH-MD,2005,10,19,23,6,4,,26.739,38.172,,,,23,,3.63,0.246
8075028,ISK,ISK|ATH-MD,2005,10,20,0,5,30.2,,26.658,38.242,,,,15,,3.52,0.246
8075032,ISK,ISK|ATH-MD,2005,10,20,0,50,31.1,,26.64,38.216,,,,5,,3.52,0.246
8075034,ISK,ISK|ATH-MD,2005,10,20,1,0,22.1,,26.763,38.149,,,,7,,3.73,0.246
8075036,THE,THE|ATH-MD,2005,10,20,1,8,23.41,,26.582,38.267,,,,9,,3.94,0.246
8075039,ISK,ISK|ATH-MD,2005,10,20,3,9,54.9,,26.656,38.13,,,,9,,3.63,0.246
8075040,ISK,ISK|ATH-MD,2005,10,20,3,35,41.6,,26.696,38.148,,,,12,,3.73,0.246
8075042,ISK,ISK|ATH-MD,2005,10,20,3,44,2.6,,26.685,38.157,,,,20,,3.52,0.246
8075044,ISK,ISK|ATH-MD,2005,10,20,4,9,26.6,,26.675,38.138,,,,2,,3.83,0.246
8075045,ISK,ISK|ATH-MD,2005,10,20,4,56,16.2,,26.756,38.171,,,,13,,3.32,0.246
8741861,ATH,ATH|ATH-MD,2005,10,20,5,19,15.3,,25.85,35.55,,,,27,,3.63,0.246
8075046,ISK,ISK|ISK-ML,2005,10,20,5,45,47.9,,26.708,38.113,,,,7,,3.7,0.188
8741862,ATH,ATH|ATH-MD,2005,10,20,5,54,55.8,,26.59,38.11,3.4,23.9,-1,28,19.6,3.32,0.246
8075047,ISK,ISK|ATH-MD,2005,10,20,6,2,58.2,,26.706,38.229,,,,11,,3.32,0.246
8075048,ISK,ISK|ATH-MD,2005,10,20,6,8,7.7,,26.65,38.199,,,,12,,3.42,0.246
8075051,ISK,ISK|ATH-MD,2005,10,20,7,49,27.1,,26.731,38.136,,,,12,,3.52,0.246
8075052,ISK,ISK|ATH-MD,2005,10,20,8,44,1,,26.758,38.24,,,,8,,3.32,0.246
8075053,ISK,ISK|ATH-MD,2005,10,20,9,10,52.8,,26.778,38.123,,,,14,,4.04,0.246
8741864,ATH,ATH|ATH-MD,2005,10,20,9,56,1.7,,26.61,38.13,4.8,17.6,-1,35,20.8,3.22,0.246
8075055,ISK,ISK|ATH-MD,2005,10,20,10,41,35.7,,26.661,38.218,,,,12,,3.32,0.246
8075057,ISK,ISK|ATH-MD,2005,10,20,10,54,36,,26.679,38.132,,,,15,,3.32,0.246
8075058,THE,THE|ISK-ML,2005,10,20,10,58,29.85,,26.334,37.996,,,,7,,3.35,0.188
8075059,ISK,ISK|ATH-MD,2005,10,20,11,44,1.9,,26.778,38.156,,,,14,,3.42,0.246
8075060,ISK,ISK|ATH-MD,2005,10,20,12,15,29.1,,26.644,38.191,,,,14,,3.32,0.246
8075061,ISK,ISK|ATH-MD,2005,10,20,13,4,59.6,,26.677,38.093,,,,15,,3.73,0.246
8075062,ISK,ISK|ATH-MD,2005,10,20,13,44,46.1,,26.614,38.199,,,,14,,3.32,0.246
8075064,ISK,ISK|ATH-MD,2005,10,20,14,15,28.5,,26.736,38.206,,,,14,,3.42,0.246
8741866,ATH,ATH|ATH-MD,2005,10,20,15,4,27.2,,26.72,35.54,,,,46,,3.42,0.246
8741867,ATH,ATH|ATH-MD,2005,10,20,15,6,49.8,,26.85,38.16,0.4,3.5,-1,33,2.9,3.32,0.246
8075065,ISK,ISK|ATH-MD,2005,10,20,15,28,47.8,,26.764,38.101,,,,18,,3.32,0.246
8075066,ISK,ISK|ATH-MD,2005,10,20,15,38,29.6,,26.701,38.158,,,,16,,3.42,0.246
8075067,ISK,ISK|ATH-MD,2005,10,20,15,55,16,,26.781,38.128,,,,14,,3.83,0.246
8075068,ISK,ISK|ATH-MD,2005,10,20,17,19,59.5,,26.706,38.229,,,,30,,3.52,0.246
8075069,ISK,ISK|ISK-ML,2005,10,20,17,22,12.7,,26.666,38.184,,,,18,,3.97,0.188
8075070,ISK,ISK|ATH-MD,2005,10,20,18,2,6.4,,26.732,38.197,,,,20,,3.42,0.246
8075071,ISK,ISK|ATH-MD,2005,10,20,18,52,34.7,,26.778,38.101,,,,8,,3.42,0.246
8075074,ISK,ISK|ATH-MD,2005,10,20,19,33,35.3,,26.635,38.149,,,,18,,3.42,0.246
8075075,ISK,ISK|ATH-MD,2005,10,20,20,1,14.8,,26.738,38.177,,,,14,,3.32,0.246
7704271,IDC,IDC|HRVD-MW,2005,10,20,21,40,3.09,0.37,26.6599,38.2947,10.2,7.8,83,0,,5.8,
8075076,ISK,ISK|ISK-ML,2005,10,20,21,44,1.9,,26.671,38.108,,,,30,,4.51,0.188
8075077,ISK,ISK|ISK-MD,2005,10,20,21,49,28.8,,26.885,38.117,,,,17,,3.43,0.27
8075079,ISK,ISK|ISK-MD,2005,10,20,21,59,43.8,,26.888,38.129,,,,10,,3.33,0.27
7995786,IDC,IDC|ISK-ML,2005,10,20,22,2,5.21,3.43,26.6605,38.1092,24.8,19.6,141,22.2,31,4.15,0.188
8075080,ISK,ISK|ISK-MD,2005,10,20,22,11,23,,26.833,38.15,,,,21,,3.43,0.27
8075081,ISK,ISK|ATH-ML,2005,10,20,22,13,17.7,,26.71,38.14,,,,15,,4.13,0.22
8075082,ISK,ISK|ISK-ML,2005,10,20,22,15,54.6,,26.593,38.16,,,,10,,4.15,0.188
8075083,ISK,ISK|ISK-ML,2005,10,20,22,19,28.8,,26.831,38.115,,,,16,,3.97,0.188
8075084,ISK,ISK|ISK-ML,2005,10,20,22,25,1,,26.716,38.142,,,,28,,3.52,0.188
8075085,IDC,IDC|ISK-ML,2005,10,20,22,27,23.87,1.99,26.5702,38.0991,21,15,125,33.7,27.6,3.97,0.188
8075086,ISK,ISK|ISK-ML,2005,10,20,22,33,59.6,,26.764,38.103,,,,10,,3.79,0.188
8075087,ISK,ISK|ISK-ML,2005,10,20,22,46,46.4,,26.631,38.175,,,,17,,3.88,0.188
8075088,ISK,ISK|ISK-ML,2005,10,20,22,52,50.1,,26.717,38.205,,,,16,,3.7,0.188
8741872,ATH,ATH|ATH-MD,2005,10,20,22,57,40.1,,26.8,38.09,,,,44,,3.32,0.246
8075089,ISK,ISK|ISK-ML,2005,10,20,23,4,7.7,,26.807,38.123,,,,12,,3.7,0.188
8741873,ATH,ATH|ATH-MD,2005,10,20,23,6,15.8,,26.17,38.27,,,,30,,3.52,0.246
8075090,ISK,ISK|ATH-MD,2005,10,20,23,8,17.1,,26.768,38.196,,,,20,,3.42,0.246
8741874,ATH,ATH|ATH-MD,2005,10,20,23,11,0.4,,26.35,38.18,,,,10,,3.32,0.246
8075091,THE,THE|ISK-ML,2005,10,20,23,16,50.24,,26.911,38.173,,,,7,,4.06,0.188
8075092,ISK,ISK|ATH-MD,2005,10,20,23,22,30.7,,26.759,38.173,,,,28,,3.32,0.246
8741875,ATH,ATH|ATH-MD,2005,10,20,23,33,49.7,,26.29,37.95,,,,45,,3.63,0.246
8075093,ISK,ISK|ATH-MD,2005,10,20,23,40,10,,26.833,38.178,,,,24,,3.52,0.246
8741876,ATH,ATH|ATH-MD,2005,10,20,23,47,13.4,,27.44,38.27,,,,30,,3.32,0.246
8059628,THE,THE|ISK-ML,2005,10,21,0,3,2.93,,26.699,38.231,,,,25,,3.61,0.188
8741896,ATH,ATH|ATH-MD,2005,10,21,0,8,29.5,,26.4,38.11,1.5,4,-1,15,2.9,3.42,0.246
8741897,ATH,ATH|ATH-MD,2005,10,21,0,15,17.5,,27.04,38.44,0.5,2,-1,39,1.5,3.52,0.246
8059629,THE,THE|ISK-ML,2005,10,21,0,17,29.37,,26.996,38.083,,,,10,,3.88,0.188
8059630,ISK,ISK|ATH-MD,2005,10,21,0,24,10.6,,26.754,38.221,,,,19,,3.52,0.246
8741898,ATH,ATH|ATH-MD,2005,10,21,0,25,59.3,,27.05,38.12,3,13.7,-1,31,5.7,3.42,0.246
7704295,THE,THE|ISK-ML,2005,10,21,0,34,16.72,,26.807,38.1,,,,31,,3.97,0.188
8059631,ISK,ISK|ISK-ML,2005,10,21,0,48,8.3,,26.765,38.095,,,,13,,3.7,0.188
8741900,ATH,ATH|ATH-MD,2005,10,21,0,51,44.1,,27.02,38.2,1,6,-1,22,2.1,3.42,0.246
8059633,ISK,ISK|ATH-MD,2005,10,21,1,3,30,,26.777,38.117,,,,16,,3.32,0.246
8059634,ISK,ISK|ATH-MD,2005,10,21,1,8,43.5,,26.666,38.159,,,,18,,3.52,0.246
8059635,ISK,ISK|ATH-MD,2005,10,21,1,12,44.4,,26.773,38.133,,,,16,,3.63,0.246
8059636,THE,THE|ISK-ML,2005,10,21,1,19,16.05,,26.482,38.098,,,,21,,4.15,0.188
8059637,ISK,ISK|ATH-MD,2005,10,21,1,30,59.8,,26.691,38.141,,,,17,,3.52,0.246
7704299,THE,THE|ISK-ML,2005,10,21,1,32,3.04,,26.846,38.123,,,,20,,3.97,0.188
8059638,ISK,ISK|ATH-MD,2005,10,21,1,39,45.8,,26.635,38.225,,,,21,,3.52,0.246
8059639,ISK,ISK|ATH-MD,2005,10,21,1,42,54.8,,26.857,38.091,,,,20,,3.42,0.246
8741901,ATH,ATH|ATH-MD,2005,10,21,1,45,33.6,,26.63,38.14,3.1,26.1,-1,27,20.4,3.42,0.246
8741902,ATH,ATH|ATH-MD,2005,10,21,1,52,45.9,,26.78,38.18,1.4,9.3,-1,34,6.5,3.42,0.246
8059640,ISK,ISK|ATH-MD,2005,10,21,1,56,20.7,,26.558,38.235,,,,20,,3.52,0.246
8741903,ATH,ATH|ATH-MD,2005,10,21,1,59,32.4,,26.68,38.13,3.9,16.8,-1,36,16,3.42,0.246
8741904,ATH,ATH|ATH-MD,2005,10,21,2,2,27.1,,27.41,38.29,2.7,9.3,-1,50,25.6,3.42,0.246
8741905,ATH,ATH|ATH-MD,2005,10,21,2,4,52.1,,26.58,38.09,3.5,11.3,-1,34,14.5,3.42,0.246
8741906,ATH,ATH|ATH-MD,2005,10,21,2,14,29.3,,26.77,38.2,1,13,-1,29,7,3.42,0.246
8741907,ATH,ATH|ATH-MD,2005,10,21,2,17,52.4,,27.1,38.15,2.2,7.1,-1,38,4,3.32,0.246
8741908,ATH,ATH|ATH-MD,2005,10,21,2,29,59.6,,26.66,38.13,2.5,10.2,-1,35,10.8,3.52,0.246
8741909,ATH,ATH|ATH-MD,2005,10,21,2,31,14,,26.57,38.14,0.8,3,-1,36,3.6,3.32,0.246
8741910,ATH,ATH|ATH-MD,2005,10,21,2,32,10.6,,26.59,38.18,0.7,2.6,-1,37,2.9,3.32,0.246
8741911,ATH,ATH|ATH-MD,2005,10,21,2,41,55,,26.51,38.18,1.4,9.3,-1,30,8.1,3.42,0.246
8741912,ATH,ATH|ATH-MD,2005,10,21,2,44,5.2,,27.36,38.15,,,,29,,3.42,0.246
8741913,ATH,ATH|ATH-MD,2005,10,21,2,48,43.9,,27.01,38.16,,,,23,,3.32,0.246
8059641,ISK,ISK|ISK-ML,2005,10,21,2,56,34,,26.733,38.143,,,,14,,3.79,0.188
8741914,ATH,ATH|ATH-MD,2005,10,21,2,59,3.3,,27.02,38.12,2.4,10.5,-1,41,6.5,3.32,0.246
8741915,ATH,ATH|ATH-MD,2005,10,21,3,3,54.9,,26.5,38.12,0.7,3.7,-1,45,10.6,3.32,0.246
8059643,ISK,ISK|ATH-MD,2005,10,21,3,10,7.5,,26.874,38.133,,,,17,,3.42,0.246
8059644,ISK,ISK|ATH-MD,2005,10,21,3,12,48.1,,26.773,38.163,,,,18,,3.52,0.246
8059645,ISK,ISK|ATH-MD,2005,10,21,3,16,8.9,,26.606,38.326,,,,22,,3.32,0.246
8741916,ATH,ATH|ATH-MD,2005,10,21,3,18,47,,26.92,38.15,,,,26,,3.32,0.246
8741917,ATH,ATH|ATH-MD,2005,10,21,3,21,30.8,,26.62,38.15,1.4,12.2,-1,28,9.6,3.42,0.246
8059646,ISK,ISK|ATH-MD,2005,10,21,3,30,56.2,,26.698,38.105,,,,14,,3.63,0.246
8059647,ISK,ISK|ATH-MD,2005,10,21,3,37,11.5,,26.692,38.184,,,,21,,3.42,0.246
8741920,ATH,ATH|ATH-MD,2005,10,21,3,46,8,,26.42,38.15,0.4,0.9,-1,21,1.2,3.22,0.246
8741921,ATH,ATH|ATH-MD,2005,10,21,3,47,9.9,,26.75,38.15,1.2,6.1,-1,38,4.8,3.32,0.246
8741922,ATH,ATH|ATH-MD,2005,10,21,3,55,43.3,,27.17,38.19,0.4,2.3,-1,11,1.5,3.32,0.246
8741923,ATH,ATH|ATH-MD,2005,10,21,4,3,6.8,,27.1,38.13,,,,37,,3.32,0.246
8741924,ATH,ATH|ATH-MD,2005,10,21,4,17,16.4,,26.83,38.28,,,,29,,3.32,0.246
8059649,ISK,ISK|ISK-ML,2005,10,21,4,22,30.5,,26.707,38.156,,,,15,,3.88,0.188
8059650,ISK,ISK|ATH-MD,2005,10,21,4,33,33.7,,26.766,38.13,,,,17,,3.52,0.246
8059651,ISK,ISK|ATH-MD,2005,10,21,4,39,25.2,,26.703,38.178,,,,19,,3.94,0.246
8741925,ATH,ATH|ATH-MD,2005,10,21,4,42,31.5,,26.7,38.13,,,,28,,3.42,0.246
8741926,ATH,ATH|ATH-MD,2005,10,21,4,46,26,,27.36,37.69,5.8,8.7,-1,48,6.1,3.42,0.246
8059652,ISK,ISK|ATH-MD,2005,10,21,4,56,29.6,,26.733,38.094,,,,10,,3.73,0.246
8059653,ISK,ISK|ATH-MD,2005,10,21,5,0,24,,26.719,38.174,,,,17,,3.52,0.246
8741927,ATH,ATH|ATH-MD,2005,10,21,5,3,1.8,,26.97,38.16,1.6,6.8,-1,39,3.5,3.32,0.246
8059654,ISK,ISK|ISK-MD,2005,10,21,5,3,22.8,,30.927,38.24,,,,30,,3.22,0.27
8059655,ISK,ISK|ATH-MD,2005,10,21,5,6,35,,26.672,38.155,,,,15,,3.63,0.246
8741929,ATH,ATH|ATH-MD,2005,10,21,5,13,2,,27.42,37.8,5.4,8.7,-1,48,6.7,3.32,0.246
8059656,ISK,ISK|ISK-ML,2005,10,21,5,25,9.1,,26.621,38.213,,,,19,,3.79,0.188
8059657,ISK,ISK|ATH-MD,2005,10,21,5,43,55,,26.682,38.215,,,,18,,3.32,0.246
8059658,ISK,ISK|ATH-MD,2005,10,21,5,49,8.8,,26.666,38.248,,,,16,,3.32,0.246
8059659,ISK,ISK|ISK-ML,2005,10,21,5,52,33.4,,26.689,38.112,,,,8,,3.61,0.188
8059660,ISK,ISK|ATH-MD,2005,10,21,5,56,8,,26.726,38.228,,,,15,,3.42,0.246
8059662,ISK,ISK|ISK-MD,2005,10,21,6,2,4.9,,26.795,38.164,,,,16,,3.43,0.27
8059663,ISK,ISK|ATH-MD,2005,10,21,6,3,23.1,,26.611,38.175,,,,11,,3.63,0.246
8059668,ISK,ISK|ATH-MD,2005,10,21,6,46,12.3,,26.684,38.245,,,,11,,3.73,0.246
8741930,ATH,ATH|ATH-MD,2005,10,21,6,47,42.3,,26.82,38.15,,,,31,,3.42,0.246
8059669,ISK,ISK|ATH-MD,2005,10,21,6,51,57.6,,26.63,38.133,,,,20,,3.73,0.246
8059670,ISK,ISK|ATH-MD,2005,10,21,6,53,53.3,,26.646,38.147,,,,19,,3.42,0.246
8059671,ISK,ISK|ATH-MD,2005,10,21,7,1,4.7,,26.764,38.17,,,,17,,3.52,0.246
8059674,ISK,ISK|ATH-MD,2005,10,21,7,23,26.2,,26.513,38.17,,,,11,,3.63,0.246
8059675,ISK,ISK|ATH-MD,2005,10,21,7,33,55.5,,26.634,38.157,,,,20,,3.52,0.246
8059676,ISK,ISK|ATH-MD,2005,10,21,7,40,34.1,,26.703,38.133,,,,13,,3.42,0.246
8059678,ISK,ISK|ATH-MD,2005,10,21,8,5,25.2,,26.653,38.14,,,,13,,3.73,0.246
8059679,ISK,ISK|ATH-MD,2005,10,21,8,10,5.8,,26.705,38.131,,,,10,,4.04,0.246
8059680,ISK,ISK|ATH-MD,2005,10,21,8,13,37.3,,26.63,38.15,,,,19,,3.73,0.246
8059682,ISK,ISK|ATH-MD,2005,10,21,8,25,58.8,,26.722,38.105,,,,16,,3.63,0.246
8741933,ATH,ATH|ATH-MD,2005,10,21,8,40,50.1,,26.93,38.15,,,,38,,3.42,0.246
8741934,ATH,ATH|ATH-MD,2005,10,21,8,42,39.4,,26.85,38.1,,,,41,,3.32,0.246
8059684,ISK,ISK|ATH-MD,2005,10,21,8,51,46,,26.708,38.161,,,,21,,3.63,0.246
8059685,ISK,ISK|ATH-MD,2005,10,21,8,54,29.6,,26.724,38.174,,,,14,,3.63,0.246
8059686,ISK,ISK|ATH-MD,2005,10,21,8,58,41,,26.768,38.2,,,,24,,3.32,0.246
8059689,ISK,ISK|ISK-MD,2005,10,21,9,10,18.4,,26.767,38.192,,,,16,,3.33,0.27
8059690,ISK,ISK|ATH-MD,2005,10,21,9,30,29.8,,26.733,38.13,,,,16,,3.32,0.246
