# smlt_path=b11,gsimlt_path=b12_b22_b32,imt=SA,investigation_time=50.0,sa_period=2.0,sa_damping=5.0,lon=28.25,lat=36.85,poe=0.1,iml=0.1723835817
Mag,Dist,Eps,poe
8.125,135.0,-2.0,0.0
8.125,135.0,0.0,0.0004698723137
8.125,135.0,2.0,0.0009353156727
8.125,145.0,-2.0,0.0
8.125,145.0,0.0,0.0002768772746
8.125,145.0,2.0,0.0003457198213
8.125,155.0,-2.0,0.0
8.125,155.0,0.0,8.841240555e-05
8.125,155.0,2.0,0.0006625775415
8.125,165.0,-2.0,0.0
8.125,165.0,0.0,0.0
8.125,165.0,2.0,8.420469149e-05
8.125,175.0,-2.0,0.0
8.125,175.0,0.0,0.0
8.125,175.0,2.0,0.0004104095811
8.125,185.0,-2.0,0.0
8.125,185.0,0.0,0.0
8.125,185.0,2.0,4.320865397e-05
8.125,195.0,-2.0,0.0
8.125,195.0,0.0,2.810311778e-06
8.125,195.0,2.0,0.0002953020959
8.375,5.0,-2.0,0.0
8.375,5.0,0.0,0.0
8.375,5.0,2.0,0.0
8.375,15.0,-2.0,0.0
8.375,15.0,0.0,2.050114044e-06
8.375,15.0,2.0,6.938287884e-07
8.375,25.0,-2.0,0.0
8.375,25.0,0.0,0.0002188572971
8.375,25.0,2.0,7.092035764e-05
8.375,35.0,-2.0,0.0
8.375,35.0,0.0,0.0008798936669
8.375,35.0,2.0,0.0006056357297
8.375,45.0,-2.0,0.0
8.375,45.0,0.0,0.0006723289449
8.375,45.0,2.0,0.0004321893163
8.375,55.0,-2.0,0.0
8.375,55.0,0.0,0.0005846108535
8.375,55.0,2.0,0.0003809367626
8.375,65.0,-2.0,0.0
8.375,65.0,0.0,0.0006836098691
8.375,65.0,2.0,0.0004722717816
8.375,75.0,-2.0,0.0
8.375,75.0,0.0,0.0004358234717
8.375,75.0,2.0,0.0002270522692
8.375,85.0,-2.0,0.0
8.375,85.0,0.0,0.0007666426826
8.375,85.0,2.0,0.0006262267719
8.375,95.0,-2.0,0.0
8.375,95.0,0.0,0.0004273592595
8.375,95.0,2.0,0.0002159937563
8.375,105.0,-2.0,0.0
8.375,105.0,0.0,0.0005924231791
8.375,105.0,2.0,0.0004972637777
8.375,115.0,-2.0,0.0
8.375,115.0,0.0,0.0005898588179
8.375,115.0,2.0,0.0007245053068
8.375,125.0,-2.0,0.0
8.375,125.0,0.0,0.000383534798
8.375,125.0,2.0,0.0002095985321
8.375,135.0,-2.0,0.0
8.375,135.0,0.0,0.000422711183
8.375,135.0,2.0,0.0005925699522
8.375,145.0,-2.0,0.0
8.375,145.0,0.0,0.0001353176932
8.375,145.0,2.0,0.0001345811154
8.375,155.0,-2.0,0.0
8.375,155.0,0.0,8.334884176e-05
8.375,155.0,2.0,0.0004670969736
8.375,165.0,-2.0,0.0
8.375,165.0,0.0,0.0
8.375,165.0,2.0,7.335324139e-05
8.375,175.0,-2.0,0.0
8.375,175.0,0.0,3.02810442e-05
8.375,175.0,2.0,0.0004177623146
8.375,185.0,-2.0,0.0
8.375,185.0,0.0,2.758578946e-06
8.375,185.0,2.0,7.969813565e-06
8.375,195.0,-2.0,0.0
8.375,195.0,0.0,3.151977631e-05
8.375,195.0,2.0,0.0002631121485
