# smlt_path=b11,gsimlt_path=b12_b22_b32,imt=SA,investigation_time=50.0,sa_period=2.0,sa_damping=5.0,lon=28.25,lat=36.85,poe=0.1,iml=0.1723835817
Lon,Lat,poe
29.35,37.05,3.160301203e-05
29.35,37.15,3.258167687e-05
29.35,37.25,2.422064183e-05
29.35,37.35,2.256606196e-05
29.35,37.45,1.233982056e-05
29.35,37.55,6.357780802e-06
29.35,37.65,1.279270127e-06
29.35,37.75,0.0
29.35,37.85,0.0
29.35,37.95,0.0
29.35,38.05,0.0
29.35,38.15,0.0
29.35,38.25,0.0
29.35,38.35,0.0
29.35,38.45,0.0
29.35,38.55,0.0
29.35,38.65,0.0
29.45,35.35,0.0
29.45,35.45,0.0
29.45,35.55,0.0
29.45,35.65,0.0
29.45,35.75,0.0
29.45,35.85,0.0
29.45,35.95,0.0
29.45,36.05,0.0
29.45,36.15,0.0
29.45,36.25,0.0
29.45,36.35,0.0
29.45,36.45,0.0
29.45,36.55,0.0001206315232
29.45,36.65,4.728685382e-05
29.45,36.75,0.0
29.45,36.85,4.970294882e-05
29.45,36.95,2.5098592e-05
29.45,37.05,2.590142748e-05
29.45,37.15,2.897085602e-05
29.45,37.25,2.204184701e-05
29.45,37.35,2.174991399e-05
29.45,37.45,1.101420903e-05
29.45,37.55,5.665424117e-06
29.45,37.65,1.031888105e-06
29.45,37.75,0.0
29.45,37.85,0.0
29.45,37.95,0.0
29.45,38.05,0.0
29.45,38.15,0.0
29.45,38.25,0.0
29.45,38.35,0.0
29.45,38.45,0.0
29.45,38.55,0.0
29.45,38.65,0.0
29.55,35.35,0.0
29.55,35.45,0.0
29.55,35.55,0.0
29.55,35.65,0.0
29.55,35.75,0.0
29.55,35.85,0.0
29.55,35.95,0.0
29.55,36.05,0.0
29.55,36.15,0.0
29.55,36.25,0.0
29.55,36.35,0.0002959265294
29.55,36.45,0.0
29.55,36.55,0.0
29.55,36.65,0.0
29.55,36.75,0.0
29.55,36.85,4.375532326e-05
29.55,36.95,2.220261212e-05
29.55,37.05,2.175791082e-05
29.55,37.15,2.298924271e-05
29.55,37.25,1.791610143e-05
29.55,37.35,1.733481538e-05
29.55,37.45,1.076087981e-05
29.55,37.55,6.550456297e-06
29.55,37.65,1.574813739e-06
29.55,37.75,0.0
29.55,37.85,0.0
29.55,37.95,0.0
29.55,38.05,0.0
29.55,38.15,0.0
29.55,38.25,0.0
29.55,38.35,0.0
29.55,38.45,0.0
29.55,38.55,0.0
29.55,38.65,0.0
29.65,35.35,0.0
29.65,35.45,0.0
29.65,35.55,0.0
29.65,35.65,0.0
29.65,35.75,0.0
29.65,35.85,0.0
29.65,35.95,0.0
29.65,36.05,0.0
29.65,36.15,0.0
29.65,36.25,0.0
29.65,36.35,0.0
29.65,36.45,9.045443007e-05
29.65,36.55,3.221090607e-05
29.65,36.65,0.0
29.65,36.75,0.0
29.65,36.85,2.293616529e-05
29.65,36.95,1.888781075e-05
29.65,37.05,2.178158331e-05
29.65,37.15,1.79001557e-05
29.65,37.25,1.436602748e-05
29.65,37.35,1.588258504e-05
29.65,37.45,1.075287461e-05
29.65,37.55,7.036704719e-06
29.65,37.65,2.351080075e-06
29.65,37.75,1.154259143e-07
29.65,37.85,0.0
29.65,37.95,0.0
29.65,38.05,0.0
29.65,38.15,0.0
29.65,38.25,0.0
29.65,38.35,0.0
29.65,38.45,0.0
29.65,38.55,0.0
29.65,38.65,0.0
29.75,35.35,0.0
29.75,35.45,0.0
29.75,35.55,0.0
29.75,35.65,0.0
29.75,35.75,0.0
29.75,35.85,0.0
29.75,35.95,0.0
29.75,36.05,0.0
29.75,36.15,0.0
29.75,36.25,0.0002077895679
29.75,36.35,0.0
29.75,36.45,0.0
29.75,36.55,0.0
29.75,36.65,4.641544973e-06
29.75,36.75,6.256565287e-06
29.75,36.85,5.112638983e-05
29.75,36.95,3.581657104e-05
29.75,37.05,3.122089887e-05
29.75,37.15,2.256707956e-05
29.75,37.25,1.702925404e-05
29.75,37.35,1.748830719e-05
29.75,37.45,1.057102751e-05
29.75,37.55,6.366612507e-06
29.75,37.65,2.138229529e-06
29.75,37.75,1.120784064e-07
29.75,37.85,0.0
29.75,37.95,0.0
29.75,38.05,0.0
29.75,38.15,0.0
29.75,38.25,0.0
29.75,38.35,0.0
29.75,38.45,0.0
29.75,38.55,0.0
29.75,38.65,0.0
29.85,35.35,0.0
29.85,35.45,0.0
29.85,35.55,0.0
29.85,35.65,0.0
29.85,35.75,0.0
29.85,35.85,0.0
29.85,35.95,0.0
29.85,36.05,0.0
29.85,36.15,0.0
29.85,36.25,0.0
29.85,36.35,6.885015558e-05
29.85,36.45,2.583785078e-06
29.85,36.55,3.268459225e-05
29.85,36.65,1.207136379e-05
29.85,36.75,1.518030664e-05
29.85,36.85,4.893519509e-05
29.85,36.95,2.897565033e-05
29.85,37.05,3.349294313e-05
29.85,37.15,2.84041825e-05
29.85,37.25,1.614277577e-05
29.85,37.35,1.615719787e-05
29.85,37.45,1.140103422e-05
29.85,37.55,7.680245711e-06
29.85,37.65,2.974942642e-06
29.85,37.75,1.108192262e-07
29.85,37.85,0.0
29.85,37.95,0.0
29.85,38.05,0.0
29.85,38.15,0.0
29.85,38.25,0.0
29.85,38.35,0.0
29.85,38.45,0.0
29.85,38.55,0.0
29.85,38.65,0.0
29.95,35.35,0.0
29.95,35.45,0.0
29.95,35.55,0.0
29.95,35.65,0.0
29.95,35.75,0.0
29.95,35.85,0.0
29.95,35.95,0.0
29.95,36.05,0.0
29.95,36.15,0.0
29.95,36.25,0.0002152808709
29.95,36.35,4.300284752e-06
29.95,36.45,8.684432851e-06
29.95,36.55,1.091237347e-05
29.95,36.65,1.316013055e-05
29.95,36.75,1.175499788e-05
29.95,36.85,4.97610557e-05
29.95,36.95,3.087385136e-05
29.95,37.05,2.752530561e-05
29.95,37.15,3.447345713e-05
29.95,37.25,1.551264051e-05
29.95,37.35,1.579648871e-05
29.95,37.45,1.104287859e-05
29.95,37.55,7.990720869e-06
29.95,37.65,4.133205339e-06
29.95,37.75,5.669349966e-07
29.95,37.85,0.0
29.95,37.95,0.0
29.95,38.05,0.0
29.95,38.15,0.0
29.95,38.25,0.0
29.95,38.35,0.0
29.95,38.45,0.0
29.95,38.55,0.0
29.95,38.65,0.0
30.05,35.35,0.0
30.05,35.45,0.0
30.05,35.55,0.0
30.05,35.65,0.0
30.05,35.75,0.0
30.05,35.85,0.0
30.05,35.95,0.0
30.05,36.05,0.0
30.05,36.15,0.0
30.05,36.25,4.099498615e-06
30.05,36.35,6.780299097e-05
30.05,36.45,9.55518047e-06
30.05,36.55,8.200504858e-06
30.05,36.65,9.988170187e-06
30.05,36.75,1.289768231e-05
30.05,36.85,4.046272121e-05
30.05,36.95,2.757178844e-05
30.05,37.05,2.701004174e-05
30.05,37.15,3.318544105e-05
30.05,37.25,1.68596897e-05
30.05,37.35,1.560601509e-05
30.05,37.45,1.127398244e-05
30.05,37.55,7.849296183e-06
30.05,37.65,4.596894801e-06
30.05,37.75,6.272778109e-07
30.05,37.85,0.0
30.05,37.95,0.0
30.05,38.05,0.0
30.05,38.15,0.0
30.05,38.25,0.0
30.05,38.35,0.0
30.05,38.45,0.0
30.05,38.55,0.0
30.05,38.65,0.0
30.15,35.35,0.0
30.15,35.45,0.0
30.15,35.55,0.0
30.15,35.65,0.0
30.15,35.75,0.0
30.15,35.85,0.0
30.15,35.95,0.0
30.15,36.05,0.0
30.15,36.15,2.742465068e-06
30.15,36.25,5.69098117e-06
30.15,36.35,4.89841527e-06
30.15,36.45,2.976328998e-05
30.15,36.55,8.417608125e-06
30.15,36.65,1.018238839e-05
30.15,36.75,1.263114374e-05
30.15,36.85,3.598080085e-05
30.15,36.95,2.885592113e-05
30.15,37.05,2.823557532e-05
30.15,37.15,2.693813165e-05
30.15,37.25,2.583725827e-05
30.15,37.35,1.664045219e-05
30.15,37.45,1.236050204e-05
30.15,37.55,8.293426264e-06
30.15,37.65,3.957469415e-06
30.15,37.75,8.104752409e-07
30.15,37.85,0.0
30.15,37.95,0.0
30.15,38.05,0.0
30.15,38.15,0.0
30.15,38.25,0.0
30.15,38.35,0.0
30.15,38.45,0.0
30.15,38.55,0.0
30.15,38.65,0.0
30.25,35.35,0.0
30.25,35.45,0.0
30.25,35.55,0.0
30.25,35.65,0.0
30.25,35.75,0.0
30.25,35.85,0.0
30.25,35.95,0.0
30.25,36.05,1.282762308e-06
30.25,36.15,6.457102053e-05
30.25,36.25,4.169367267e-05
30.25,36.35,7.288554973e-06
30.25,36.45,7.980988254e-06
30.25,36.55,8.309818759e-06
30.25,36.65,1.005886192e-05
30.25,36.75,9.706855796e-06
30.25,36.85,1.013908737e-05
30.25,36.95,8.967877344e-06
30.25,37.05,1.319274162e-05
30.25,37.15,1.426562968e-05
30.25,37.25,1.591124422e-05
30.25,37.35,5.688875581e-06
30.25,37.45,5.285560199e-06
30.25,37.55,5.42678997e-06
30.25,37.65,3.551594376e-06
30.25,37.75,1.732781958e-07
30.25,37.85,0.0
30.25,37.95,0.0
30.25,38.05,0.0
30.25,38.15,0.0
30.25,38.25,0.0
30.25,38.35,0.0
30.25,38.45,0.0
30.25,38.55,0.0
30.25,38.65,0.0
30.35,35.35,0.0
30.35,35.45,0.0
30.35,35.55,0.0
30.35,35.65,0.0
30.35,35.75,0.0
30.35,35.85,0.0
30.35,35.95,0.0
30.35,36.05,0.0
30.35,36.15,6.414101605e-07
30.35,36.25,3.206998272e-06
30.35,36.35,6.450827476e-06
30.35,36.45,1.605707788e-05
30.35,36.55,5.964531522e-06
30.35,36.65,9.292159958e-06
30.35,36.75,6.784434278e-06
30.35,36.85,1.031216418e-05
30.35,36.95,6.460136479e-06
30.35,37.05,4.883639758e-06
30.35,37.15,3.977095545e-06
30.35,37.25,1.050998862e-05
30.35,37.35,0.0
30.35,37.45,0.0
30.35,37.55,0.0
30.35,37.65,0.0
30.35,37.75,0.0
30.35,37.85,0.0
30.35,37.95,0.0
30.35,38.05,0.0
30.35,38.15,0.0
30.35,38.25,0.0
30.35,38.35,0.0
30.35,38.45,0.0
30.35,38.55,0.0
30.35,38.65,0.0
30.45,35.35,0.0
30.45,35.45,0.0
30.45,35.55,0.0
30.45,35.65,0.0
30.45,35.75,0.0
30.45,35.85,0.0
30.45,35.95,0.0
30.45,36.05,0.0
30.45,36.15,0.0
30.45,36.25,0.0
30.45,36.35,8.057757869e-07
30.45,36.45,2.417711047e-06
30.45,36.55,5.279964014e-06
30.45,36.65,6.53071345e-06
30.45,36.75,5.15096981e-06
30.45,36.85,5.477369622e-05
30.45,36.95,4.117852629e-06
30.45,37.05,3.67576668e-06
30.45,37.15,2.956690538e-06
30.45,37.25,5.70516548e-06
30.45,37.35,0.0
30.45,37.45,0.0
30.45,37.55,0.0
30.45,37.65,0.0
30.45,37.75,0.0
30.45,37.85,0.0
30.45,37.95,0.0
30.45,38.05,0.0
30.45,38.15,0.0
30.45,38.25,0.0
30.45,38.35,0.0
30.45,38.45,0.0
30.45,38.55,0.0
30.45,38.65,0.0
