# smlt_path=b11,gsimlt_path=b12_b22_b32,imt=SA,investigation_time=50.0,sa_period=2.0,sa_damping=5.0,lon=28.25,lat=36.85,poe=0.1,iml=0.1723835817
Lon,Lat,poe
26.55,36.55,9.538305088e-05
26.55,36.65,0.000135989588
26.55,36.75,0.0001534292169
26.55,36.85,0.00082231492
26.55,36.95,0.0
26.55,37.05,0.0
26.55,37.15,0.0
26.55,37.25,0.0
26.55,37.35,0.0
26.55,37.45,0.0
26.55,37.55,0.0
26.55,37.65,0.0
26.55,37.75,0.0
26.55,37.85,0.0
26.55,37.95,0.0
26.55,38.05,0.0
26.55,38.15,0.0
26.55,38.25,0.0
26.55,38.35,0.0
26.55,38.45,0.0
26.55,38.55,0.0
26.55,38.65,0.0
26.65,35.35,0.0
26.65,35.45,0.0
26.65,35.55,0.0
26.65,35.65,0.0
26.65,35.75,0.0
26.65,35.85,0.0
26.65,35.95,1.982145842e-06
26.65,36.05,2.080101011e-05
26.65,36.15,4.069974074e-05
26.65,36.25,8.940460606e-05
26.65,36.35,0.0001352078887
26.65,36.45,0.0001986520454
26.65,36.55,0.0002259886062
26.65,36.65,0.0002651609653
26.65,36.75,0.0002914459348
26.65,36.85,0.001432194577
26.65,36.95,0.0
26.65,37.05,0.0
26.65,37.15,0.0
26.65,37.25,0.0
26.65,37.35,0.0
26.65,37.45,0.0
26.65,37.55,0.0
26.65,37.65,0.0
26.65,37.75,0.0
26.65,37.85,0.0
26.65,37.95,0.0
26.65,38.05,0.0
26.65,38.15,0.0
26.65,38.25,0.0
26.65,38.35,0.0
26.65,38.45,0.0
26.65,38.55,0.0
26.65,38.65,0.0
26.75,35.35,0.0
26.75,35.45,0.0
26.75,35.55,0.0
26.75,35.65,0.0
26.75,35.75,0.0
26.75,35.85,0.0
26.75,35.95,1.797862925e-07
26.75,36.05,3.228978752e-05
26.75,36.15,0.0001019059324
26.75,36.25,0.0001866622809
26.75,36.35,0.0002338623647
26.75,36.45,0.0003265252883
26.75,36.55,0.000369800502
26.75,36.65,0.0003848323134
26.75,36.75,0.0003882548193
26.75,36.85,0.002033531468
26.75,36.95,0.0
26.75,37.05,0.0
26.75,37.15,0.0
26.75,37.25,0.0
26.75,37.35,0.0
26.75,37.45,0.0
26.75,37.55,0.0
26.75,37.65,0.0
26.75,37.75,0.0
26.75,37.85,0.0
26.75,37.95,0.0
26.75,38.05,0.0
26.75,38.15,0.0
26.75,38.25,0.0
26.75,38.35,0.0
26.75,38.45,0.0
26.75,38.55,0.0
26.75,38.65,0.0
26.85,35.35,0.0
26.85,35.45,0.0
26.85,35.55,0.0004888091071
26.85,35.65,0.0
26.85,35.75,0.0
26.85,35.85,0.0
26.85,35.95,0.0
26.85,36.05,6.184526517e-06
26.85,36.15,5.05248217e-05
26.85,36.25,0.0001528922491
26.85,36.35,0.0002198491458
26.85,36.45,0.000315945287
26.85,36.55,0.000361304727
26.85,36.65,0.0004051793227
26.85,36.75,0.0003931138188
26.85,36.85,0.002400313439
26.85,36.95,3.838302454e-09
26.85,37.05,0.0
26.85,37.15,0.0
26.85,37.25,0.0
26.85,37.35,0.0
26.85,37.45,0.0
26.85,37.55,0.0
26.85,37.65,0.0
26.85,37.75,0.0
26.85,37.85,0.0
26.85,37.95,0.0
26.85,38.05,0.0
26.85,38.15,0.0
26.85,38.25,0.0
26.85,38.35,0.0
26.85,38.45,0.0
26.85,38.55,0.0
26.85,38.65,0.0
26.95,35.35,0.0
26.95,35.45,0.0001823903534
26.95,35.55,0.0
26.95,35.65,0.0
26.95,35.75,0.0
26.95,35.85,0.0
26.95,35.95,0.0
26.95,36.05,0.0
26.95,36.15,1.435420048e-05
26.95,36.25,9.11754542e-05
26.95,36.35,0.0001967354854
26.95,36.45,0.000369994693
26.95,36.55,0.0004475745412
26.95,36.65,0.0005169374466
26.95,36.75,0.0005315632347
26.95,36.85,0.003570358139
26.95,36.95,7.021859876e-07
26.95,37.05,0.0
26.95,37.15,0.0
26.95,37.25,0.0
26.95,37.35,0.0
26.95,37.45,0.0
26.95,37.55,0.0
26.95,37.65,0.0
26.95,37.75,0.0
26.95,37.85,0.0
26.95,37.95,0.0
26.95,38.05,0.0
26.95,38.15,0.0
26.95,38.25,0.0
26.95,38.35,0.0
26.95,38.45,0.0
26.95,38.55,0.0
26.95,38.65,0.0
27.05,35.35,0.0
27.05,35.45,0.0
27.05,35.55,0.0
27.05,35.65,0.0008049359829
27.05,35.75,0.0
27.05,35.85,0.0
27.05,35.95,0.0
27.05,36.05,0.0
27.05,36.15,2.586532533e-08
27.05,36.25,2.935201531e-05
27.05,36.35,0.0001285456303
27.05,36.45,0.0002616407397
27.05,36.55,0.000378128242
27.05,36.65,0.000461077486
27.05,36.75,0.0004948594194
27.05,36.85,0.003565078052
27.05,36.95,2.139147183e-06
27.05,37.05,0.0
27.05,37.15,0.0
27.05,37.25,0.0
27.05,37.35,0.0
27.05,37.45,0.0
27.05,37.55,0.0
27.05,37.65,0.0
27.05,37.75,0.0
27.05,37.85,0.0
27.05,37.95,0.0
27.05,38.05,0.0
27.05,38.15,0.0
27.05,38.25,0.0
27.05,38.35,0.0
27.05,38.45,0.0
27.05,38.55,0.0
27.05,38.65,0.0
27.15,35.35,6.716137168e-07
27.15,35.45,2.505729937e-05
27.15,35.55,7.588450739e-05
27.15,35.65,0.0
27.15,35.75,0.0
27.15,35.85,0.0
27.15,35.95,0.0
27.15,36.05,0.0
27.15,36.15,0.0
27.15,36.25,2.806142079e-06
27.15,36.35,5.287740146e-05
27.15,36.45,0.0001983354196
27.15,36.55,0.0003647829683
27.15,36.65,0.0005321403227
27.15,36.75,0.0006127241758
27.15,36.85,0.004464693096
27.15,36.95,2.267548832e-06
27.15,37.05,0.0
27.15,37.15,0.0
27.15,37.25,0.0
27.15,37.35,0.0
27.15,37.45,0.0
27.15,37.55,0.0
27.15,37.65,0.0
27.15,37.75,0.0
27.15,37.85,0.0
27.15,37.95,0.0
27.15,38.05,0.0
27.15,38.15,0.0
27.15,38.25,0.0
27.15,38.35,0.0
27.15,38.45,0.0
27.15,38.55,0.0
27.15,38.65,0.0
27.25,35.35,0.0
27.25,35.45,0.0
27.25,35.55,2.889998018e-05
27.25,35.65,0.0001383302802
27.25,35.75,0.0009003124175
27.25,35.85,0.0
27.25,35.95,0.0
27.25,36.05,0.0
27.25,36.15,0.0
27.25,36.25,7.452435002e-09
27.25,36.35,5.956995669e-06
27.25,36.45,4.072861563e-05
27.25,36.55,0.0001255850189
27.25,36.65,0.000267450541
27.25,36.75,0.0003900848033
27.25,36.85,0.002779966622
27.25,36.95,0.0
27.25,37.05,0.0
27.25,37.15,0.0
27.25,37.25,0.0
27.25,37.35,0.0
27.25,37.45,0.0
27.25,37.55,0.0
27.25,37.65,0.0
27.25,37.75,0.0
27.25,37.85,0.0
27.25,37.95,0.0
27.25,38.05,0.0
27.25,38.15,0.0
27.25,38.25,0.0
27.25,38.35,0.0
27.25,38.45,0.0
27.25,38.55,0.0
27.25,38.65,0.0
27.35,35.35,0.0
27.35,35.45,1.682094318e-06
27.35,35.55,0.0
27.35,35.65,0.0
27.35,35.75,0.0
27.35,35.85,0.0009633937523
27.35,35.95,0.0
27.35,36.05,0.0
27.35,36.15,0.0
27.35,36.25,0.0
27.35,36.35,1.525230723e-07
27.35,36.45,1.818652184e-05
27.35,36.55,9.584815211e-05
27.35,36.65,0.0002305997204
27.35,36.75,0.0003059104624
27.35,36.85,0.002001909346
27.35,36.95,0.0
27.35,37.05,0.0
27.35,37.15,0.0
27.35,37.25,0.0
27.35,37.35,0.0
27.35,37.45,0.0
27.35,37.55,0.0
27.35,37.65,0.0
27.35,37.75,0.0
27.35,37.85,0.0
27.35,37.95,0.0
27.35,38.05,0.0
27.35,38.15,0.0
27.35,38.25,0.0
27.35,38.35,0.0
27.35,38.45,0.0
27.35,38.55,0.0
27.35,38.65,0.0
27.45,35.35,0.0
27.45,35.45,0.0
27.45,35.55,3.122254452e-06
27.45,35.65,4.299819493e-05
27.45,35.75,0.0001651738117
27.45,35.85,0.0
27.45,35.95,0.0
27.45,36.05,0.0
27.45,36.15,0.0
27.45,36.25,0.0
27.45,36.35,0.0
27.45,36.45,1.112559243e-06
27.45,36.55,4.547973333e-05
27.45,36.65,0.0001379413417
27.45,36.75,0.0002644968293
27.45,36.85,0.0009048070118
27.45,36.95,0.0
27.45,37.05,0.0
27.45,37.15,0.0
27.45,37.25,0.0
27.45,37.35,0.0
27.45,37.45,0.0
27.45,37.55,0.0
27.45,37.65,0.0
27.45,37.75,0.0
27.45,37.85,0.0
27.45,37.95,0.0
27.45,38.05,0.0
27.45,38.15,0.0
27.45,38.25,0.0
27.45,38.35,0.0
27.45,38.45,0.0
27.45,38.55,0.0
27.45,38.65,0.0
27.55,35.35,0.0
27.55,35.45,0.0
27.55,35.55,0.0
27.55,35.65,0.0
27.55,35.75,0.0
27.55,35.85,0.0001882468395
27.55,35.95,0.001179299431
27.55,36.05,0.0
27.55,36.15,0.0
27.55,36.25,0.0
27.55,36.35,0.0
27.55,36.45,0.0
27.55,36.55,1.926005923e-06
27.55,36.65,5.585077481e-05
27.55,36.75,0.0001498234442
27.55,36.85,0.0002714454689
27.55,36.95,0.0
27.55,37.05,0.0
27.55,37.15,0.0
27.55,37.25,0.0
27.55,37.35,0.0
27.55,37.45,0.0
27.55,37.55,0.0
27.55,37.65,0.0
27.55,37.75,0.0
27.55,37.85,0.0
27.55,37.95,0.0
27.55,38.05,0.0
27.55,38.15,0.0
27.55,38.25,0.0
27.55,38.35,0.0
27.55,38.45,1.93217599e-06
27.55,38.55,0.0
27.55,38.65,0.0
27.65,35.35,0.0
27.65,35.45,0.0
27.65,35.55,0.0
27.65,35.65,5.937876937e-06
27.65,35.75,4.936924053e-05
27.65,35.85,0.0
27.65,35.95,0.0
27.65,36.05,0.0
27.65,36.15,0.0
27.65,36.25,0.0
27.65,36.35,0.0
27.65,36.45,0.0
27.65,36.55,0.0
27.65,36.65,3.639579018e-06
27.65,36.75,0.0
27.65,36.85,1.064588869e-06
27.65,36.95,1.0050401e-06
27.65,37.05,0.0
27.65,37.15,0.0
27.65,37.25,0.0
27.65,37.35,0.0
27.65,37.45,0.0
27.65,37.55,0.0
27.65,37.65,0.0
27.65,37.75,0.0
27.65,37.85,0.0
27.65,37.95,0.0
27.65,38.05,0.0
27.65,38.15,0.0
27.65,38.25,0.0
27.65,38.35,0.0
27.65,38.45,0.0
27.65,38.55,0.0
27.65,38.65,0.0
27.75,35.35,0.0
27.75,35.45,0.0
27.75,35.55,0.0
27.75,35.65,0.0
27.75,35.75,1.108183038e-05
27.75,35.85,4.835995351e-05
27.75,35.95,0.0002412797195
27.75,36.05,0.00138540622
27.75,36.15,0.0
27.75,36.25,0.0
27.75,36.35,0.0
27.75,36.45,0.0
27.75,36.55,0.0
27.75,36.65,0.0
27.75,36.75,0.0
27.75,36.85,7.922422215e-06
27.75,36.95,1.518688662e-05
27.75,37.05,0.0006513482127
27.75,37.15,0.0
27.75,37.25,0.0
27.75,37.35,0.0
27.75,37.45,0.0
27.75,37.55,0.0
27.75,37.65,0.0
27.75,37.75,0.0
27.75,37.85,0.0
27.75,37.95,0.0
27.75,38.05,0.0
27.75,38.15,0.0
27.75,38.25,0.0
27.75,38.35,0.0
27.75,38.45,0.0
27.75,38.55,0.0
27.75,38.65,0.0
27.85,35.35,0.0
27.85,35.45,0.0
27.85,35.55,0.0
27.85,35.65,0.0
27.85,35.75,0.0
27.85,35.85,0.0
27.85,35.95,0.0
27.85,36.05,0.0
27.85,36.15,0.001673698309
27.85,36.25,0.0
27.85,36.35,0.0
27.85,36.45,0.0
27.85,36.55,0.0
27.85,36.65,0.0
27.85,36.75,6.117965159e-05
27.85,36.85,5.743610325e-05
27.85,36.95,6.500439838e-05
27.85,37.05,0.0
27.85,37.15,0.0
27.85,37.25,0.0
27.85,37.35,0.0
27.85,37.45,0.0
27.85,37.55,0.0
27.85,37.65,0.0
27.85,37.75,0.0
27.85,37.85,0.0
27.85,37.95,0.0
27.85,38.05,0.0
27.85,38.15,0.0
27.85,38.25,0.0
27.85,38.35,0.0
27.85,38.45,0.0
27.85,38.55,0.0
27.85,38.65,0.0
27.95,35.35,0.0
27.95,35.45,0.0
27.95,35.55,0.0
27.95,35.65,0.0
27.95,35.75,0.0
27.95,35.85,0.0
27.95,35.95,7.793916508e-06
27.95,36.05,0.0003773038712
27.95,36.15,0.0
27.95,36.25,0.0
27.95,36.35,0.0
27.95,36.45,0.0
27.95,36.55,0.0
27.95,36.65,0.0
27.95,36.75,0.0006596173953
27.95,36.85,0.0005441568565
27.95,36.95,0.0001473932993
27.95,37.05,0.0
27.95,37.15,0.0
27.95,37.25,0.0
27.95,37.35,0.0
27.95,37.45,0.0
27.95,37.55,0.0
27.95,37.65,0.0
27.95,37.75,0.0
27.95,37.85,0.0007917374881
27.95,37.95,9.673840174e-07
27.95,38.05,0.0
27.95,38.15,0.0
27.95,38.25,0.0
27.95,38.35,0.0
27.95,38.45,0.0
27.95,38.55,0.0
27.95,38.65,0.0
28.05,35.35,0.0
28.05,35.45,0.0
28.05,35.55,0.0
28.05,35.65,0.0
28.05,35.75,0.0
28.05,35.85,0.0
28.05,35.95,0.0
28.05,36.05,0.0
28.05,36.15,0.0001139757312
28.05,36.25,0.002373529055
28.05,36.35,0.0
28.05,36.45,0.0
28.05,36.55,0.0
28.05,36.65,0.0
28.05,36.75,0.001463046952
28.05,36.85,0.005123488339
28.05,36.95,0.0003969351634
28.05,37.05,1.713516862e-05
28.05,37.15,3.062365903e-06
28.05,37.25,0.0
28.05,37.35,0.0
28.05,37.45,0.0
28.05,37.55,0.0
28.05,37.65,0.0
28.05,37.75,0.0
28.05,37.85,1.60492014e-05
28.05,37.95,1.233663549e-06
28.05,38.05,0.0
28.05,38.15,0.0
28.05,38.25,0.0
28.05,38.35,0.0
28.05,38.45,1.071598836e-06
28.05,38.55,0.0
28.05,38.65,0.0
28.15,35.35,0.0
28.15,35.45,0.0
28.15,35.55,0.0
28.15,35.65,0.0
28.15,35.75,0.0
28.15,35.85,0.0
28.15,35.95,0.0
28.15,36.05,1.674262687e-05
28.15,36.15,0.0
28.15,36.25,0.0
28.15,36.35,0.0
28.15,36.45,0.0
28.15,36.55,0.0
28.15,36.65,0.0
28.15,36.75,0.0
28.15,36.85,0.0005000423522
28.15,36.95,0.001164600718
28.15,37.05,0.0003547212049
28.15,37.15,2.552808845e-05
28.15,37.25,0.0
28.15,37.35,0.0
28.15,37.45,0.0
28.15,37.55,0.0
28.15,37.65,0.0
28.15,37.75,0.0
28.15,37.85,1.087306681e-05
28.15,37.95,2.244415832e-06
28.15,38.05,0.0
28.15,38.15,0.0
28.15,38.25,0.0
28.15,38.35,0.0
28.15,38.45,2.681515513e-06
28.15,38.55,0.0
28.15,38.65,0.0
28.25,35.35,0.0
28.25,35.45,0.0
28.25,35.55,0.0
28.25,35.65,0.0
28.25,35.75,0.0
28.25,35.85,0.0
28.25,35.95,0.0
28.25,36.05,0.0
28.25,36.15,1.813885822e-05
28.25,36.25,0.0001644029895
28.25,36.35,0.002755222067
28.25,36.45,0.0
28.25,36.55,0.0
28.25,36.65,0.0
28.25,36.75,0.0
28.25,36.85,0.002163760026
28.25,36.95,0.004258986703
28.25,37.05,0.006609507675
28.25,37.15,0.0003377623057
28.25,37.25,0.0
28.25,37.35,0.0
28.25,37.45,0.0
28.25,37.55,0.0
28.25,37.65,0.0
28.25,37.75,0.0
28.25,37.85,0.0
28.25,37.95,1.023688696e-05
28.25,38.05,0.0
28.25,38.15,0.0
28.25,38.25,0.0
28.25,38.35,0.0
28.25,38.45,3.304951283e-06
28.25,38.55,0.0
28.25,38.65,0.0
28.35,35.35,0.0
28.35,35.45,0.0
28.35,35.55,0.0
28.35,35.65,0.0
28.35,35.75,0.0
28.35,35.85,0.0
28.35,35.95,0.0
28.35,36.05,0.0
28.35,36.15,0.0
28.35,36.25,0.0
28.35,36.35,0.003287667223
28.35,36.45,0.0001276664525
28.35,36.55,0.0
28.35,36.65,0.0
28.35,36.75,0.0
28.35,36.85,0.0
28.35,36.95,0.0
28.35,37.05,2.469628316e-05
28.35,37.15,7.516856706e-06
28.35,37.25,0.0
28.35,37.35,0.0
28.35,37.45,0.0
28.35,37.55,0.0
28.35,37.65,0.0
28.35,37.75,0.0
28.35,37.85,0.0
28.35,37.95,6.463346836e-06
28.35,38.05,0.0
28.35,38.15,0.0
28.35,38.25,0.0
28.35,38.35,1.881342336e-06
28.35,38.45,4.113237575e-06
28.35,38.55,0.0
28.35,38.65,0.0
28.45,35.35,0.0
28.45,35.45,0.0
28.45,35.55,0.0
28.45,35.65,0.0
28.45,35.75,0.0
28.45,35.85,0.0
28.45,35.95,0.0
28.45,36.05,0.0
28.45,36.15,0.0
28.45,36.25,0.0
28.45,36.35,0.0
28.45,36.45,0.0
28.45,36.55,0.0
28.45,36.65,0.0
28.45,36.75,0.0
28.45,36.85,0.0
28.45,36.95,0.0
28.45,37.05,0.0
28.45,37.15,0.0
28.45,37.25,0.0
28.45,37.35,0.0
28.45,37.45,0.0
28.45,37.55,0.0
28.45,37.65,0.0
28.45,37.75,0.0
28.45,37.85,0.0
28.45,37.95,1.538624718e-07
28.45,38.05,0.0
28.45,38.15,0.0
28.45,38.25,0.0
28.45,38.35,6.536688954e-06
28.45,38.45,3.573347349e-07
28.45,38.55,0.0
28.45,38.65,0.0
28.55,35.35,0.0
28.55,35.45,0.0
28.55,35.55,0.0
28.55,35.65,0.0
28.55,35.75,0.0
28.55,35.85,0.0
28.55,35.95,0.0
28.55,36.05,0.0
28.55,36.15,0.0
28.55,36.25,0.0
28.55,36.35,0.0
28.55,36.45,0.003399689425
28.55,36.55,0.0001003985317
28.55,36.65,0.0
28.55,36.75,0.0
28.55,36.85,0.0
28.55,36.95,0.0
28.55,37.05,0.0
28.55,37.15,0.0
28.55,37.25,0.0
28.55,37.35,0.0
28.55,37.45,0.0
28.55,37.55,0.0
28.55,37.65,0.0
28.55,37.75,0.0
28.55,37.85,0.0
28.55,37.95,0.0
28.55,38.05,0.0
28.55,38.15,0.0
28.55,38.25,1.170226586e-05
28.55,38.35,6.753319334e-06
28.55,38.45,0.0
28.55,38.55,0.0
28.55,38.65,0.0
28.65,35.35,0.0
28.65,35.45,0.0
28.65,35.55,0.0
28.65,35.65,0.0
28.65,35.75,0.0
28.65,35.85,0.0
28.65,35.95,0.0
28.65,36.05,0.0
28.65,36.15,0.0
28.65,36.25,0.0
28.65,36.35,0.0
28.65,36.45,0.0
28.65,36.55,0.003373241674
28.65,36.65,0.0002476327574
28.65,36.75,0.0
28.65,36.85,0.0
28.65,36.95,0.0
28.65,37.05,0.0
28.65,37.15,0.0
28.65,37.25,0.0
28.65,37.35,0.0
28.65,37.45,0.0
28.65,37.55,0.0
28.65,37.65,0.0
28.65,37.75,0.0
28.65,37.85,0.0
28.65,37.95,0.0
28.65,38.05,0.0
28.65,38.15,0.0
28.65,38.25,1.175533013e-05
28.65,38.35,0.0
28.65,38.45,0.0
28.65,38.55,0.0
28.65,38.65,0.0
28.75,35.35,0.0
28.75,35.45,0.0
28.75,35.55,0.0
28.75,35.65,0.0
28.75,35.75,0.0
28.75,35.85,0.0
28.75,35.95,0.0
28.75,36.05,0.0
28.75,36.15,0.0
28.75,36.25,0.0
28.75,36.35,0.0
28.75,36.45,0.0
28.75,36.55,0.0
28.75,36.65,0.0003793514564
28.75,36.75,0.0001400868924
28.75,36.85,0.0
28.75,36.95,0.0
28.75,37.05,0.0
28.75,37.15,0.0
28.75,37.25,0.0
28.75,37.35,6.865080504e-09
28.75,37.45,0.0
28.75,37.55,0.0
28.75,37.65,0.0
28.75,37.75,0.0
28.75,37.85,0.0
28.75,37.95,0.0
28.75,38.05,0.0
28.75,38.15,0.0
28.75,38.25,0.0001313574116
28.75,38.35,0.0
28.75,38.45,0.0
28.75,38.55,0.0
28.75,38.65,0.0
28.85,35.35,0.0
28.85,35.45,0.0
28.85,35.55,0.0
28.85,35.65,0.0
28.85,35.75,0.0
28.85,35.85,0.0
28.85,35.95,0.0
28.85,36.05,0.0
28.85,36.15,0.0
28.85,36.25,0.0
28.85,36.35,0.0
28.85,36.45,0.0
28.85,36.55,0.0
28.85,36.65,0.0
28.85,36.75,0.0
28.85,36.85,7.011887218e-05
28.85,36.95,0.0
28.85,37.05,0.0
28.85,37.15,0.0
28.85,37.25,0.0
28.85,37.35,0.0006461724518
28.85,37.45,3.372820418e-06
28.85,37.55,0.0
28.85,37.65,0.0
28.85,37.75,0.0
28.85,37.85,0.0
28.85,37.95,0.0
28.85,38.05,0.0
28.85,38.15,0.0
28.85,38.25,0.0
28.85,38.35,0.0
28.85,38.45,0.0
28.85,38.55,0.0
28.85,38.65,0.0
28.95,35.35,0.0
28.95,35.45,0.0
28.95,35.55,0.0
28.95,35.65,0.0
28.95,35.75,0.0
28.95,35.85,0.0
28.95,35.95,0.0
28.95,36.05,0.0
28.95,36.15,0.0
28.95,36.25,0.0
28.95,36.35,0.0
28.95,36.45,0.0
28.95,36.55,0.0005000250419
28.95,36.65,0.0002234391658
28.95,36.75,0.0
28.95,36.85,0.0
28.95,36.95,0.0
28.95,37.05,0.0
28.95,37.15,0.0
28.95,37.25,0.0
28.95,37.35,0.0
28.95,37.45,1.27219293e-06
28.95,37.55,0.0
28.95,37.65,0.0
28.95,37.75,0.0
28.95,37.85,0.0
28.95,37.95,0.0
28.95,38.05,0.0
28.95,38.15,0.0
28.95,38.25,0.0
28.95,38.35,0.0
28.95,38.45,0.0
28.95,38.55,0.0
28.95,38.65,0.0
29.05,35.35,0.0
29.05,35.45,0.0
29.05,35.55,0.0
29.05,35.65,0.0
29.05,35.75,0.0
29.05,35.85,0.0
29.05,35.95,0.0
29.05,36.05,0.0
29.05,36.15,0.0
29.05,36.25,0.0
29.05,36.35,0.0
29.05,36.45,0.0
29.05,36.55,0.0
29.05,36.65,0.0
29.05,36.75,8.16263449e-05
29.05,36.85,0.0
29.05,36.95,0.0
29.05,37.05,0.0
29.05,37.15,0.0
29.05,37.25,0.0
29.05,37.35,0.0
29.05,37.45,0.0
29.05,37.55,0.0
29.05,37.65,0.0
29.05,37.75,0.0
29.05,37.85,0.0
29.05,37.95,0.0
29.05,38.05,0.0
29.05,38.15,0.0
29.05,38.25,0.0
29.05,38.35,0.0
29.05,38.45,0.0
29.05,38.55,0.0
29.05,38.65,0.0
29.15,35.35,0.0
29.15,35.45,0.0
29.15,35.55,0.0
29.15,35.65,0.0
29.15,35.75,0.0
29.15,35.85,0.0
29.15,35.95,0.0
29.15,36.05,0.0
29.15,36.15,0.0
29.15,36.25,0.0
29.15,36.35,0.0
29.15,36.45,0.0005225409524
29.15,36.55,0.0
29.15,36.65,0.0
29.15,36.75,0.0
29.15,36.85,3.034918801e-05
29.15,36.95,7.876064004e-06
29.15,37.05,5.838003777e-06
29.15,37.15,0.0001292708397
29.15,37.25,2.637065753e-06
29.15,37.35,1.638914201e-06
29.15,37.45,0.0
29.15,37.55,0.0
29.15,37.65,0.0
29.15,37.75,0.0
29.15,37.85,7.879192084e-06
29.15,37.95,0.0
29.15,38.05,0.0
29.15,38.15,0.0
29.15,38.25,0.0
29.15,38.35,0.0
29.15,38.45,0.0
29.15,38.55,0.0
29.15,38.65,0.0
29.25,35.35,0.0
29.25,35.45,0.0
29.25,35.55,0.0
29.25,35.65,0.0
29.25,35.75,0.0
29.25,35.85,0.0
29.25,35.95,0.0
29.25,36.05,0.0
29.25,36.15,0.0
29.25,36.25,0.0
29.25,36.35,0.0
29.25,36.45,0.0
29.25,36.55,0.0001634185607
29.25,36.65,6.946826049e-05
29.25,36.75,0.0
29.25,36.85,3.489195439e-05
29.25,36.95,2.365544921e-05
29.25,37.05,1.984587539e-05
29.25,37.15,1.891074827e-05
29.25,37.25,1.494706647e-05
29.25,37.35,1.554069067e-05
29.25,37.45,6.012926713e-06
29.25,37.55,1.721462692e-06
29.25,37.65,0.0
29.25,37.75,0.0
29.25,37.85,3.535165298e-07
29.25,37.95,0.0
29.25,38.05,0.0
29.25,38.15,0.0
29.25,38.25,0.0
29.25,38.35,0.0
29.25,38.45,0.0
29.25,38.55,0.0
29.25,38.65,0.0
29.35,35.35,0.0
29.35,35.45,0.0
29.35,35.55,0.0
29.35,35.65,0.0
29.35,35.75,0.0
29.35,35.85,0.0
29.35,35.95,0.0
29.35,36.05,0.0
29.35,36.15,0.0
29.35,36.25,0.0
29.35,36.35,0.0003185212448
29.35,36.45,0.0
29.35,36.55,0.0
29.35,36.65,0.0
29.35,36.75,0.0
29.35,36.85,5.730058113e-05
29.35,36.95,3.06614341e-05
