# smlt_path=b11,gsimlt_path=b12_b22_b32,imt=SA,investigation_time=50.0,sa_period=2.0,sa_damping=5.0,lon=28.25,lat=36.85,poe=0.1,iml=0.1723835817
Mag,poe
5.125,0.0
5.375,4.993790635e-05
5.625,0.0006547365228
5.875,0.001329597962
6.125,0.004472045421
6.375,0.003461050621
6.625,0.005068486712
6.875,0.004480072641
7.125,0.009189521637
7.375,0.008358253742
7.625,0.01523807538
7.875,0.01129153127
8.125,0.01855418449
8.375,0.01327731628
