# smlt_path=b11,gsimlt_path=b12_b22_b32,imt=SA,investigation_time=50.0,sa_period=2.0,sa_damping=5.0,lon=28.25,lat=36.85,poe=0.1,iml=0.1723835817
Lon,Lat,Mag,poe
27.15,37.25,7.875,0.0
27.15,37.25,8.125,0.0
27.15,37.25,8.375,0.0
27.15,37.35,5.125,0.0
27.15,37.35,5.375,0.0
27.15,37.35,5.625,0.0
27.15,37.35,5.875,0.0
27.15,37.35,6.125,0.0
27.15,37.35,6.375,0.0
27.15,37.35,6.625,0.0
27.15,37.35,6.875,0.0
27.15,37.35,7.125,0.0
27.15,37.35,7.375,0.0
27.15,37.35,7.625,0.0
27.15,37.35,7.875,0.0
27.15,37.35,8.125,0.0
27.15,37.35,8.375,0.0
27.15,37.45,5.125,0.0
27.15,37.45,5.375,0.0
27.15,37.45,5.625,0.0
27.15,37.45,5.875,0.0
27.15,37.45,6.125,0.0
27.15,37.45,6.375,0.0
27.15,37.45,6.625,0.0
27.15,37.45,6.875,0.0
27.15,37.45,7.125,0.0
27.15,37.45,7.375,0.0
27.15,37.45,7.625,0.0
27.15,37.45,7.875,0.0
27.15,37.45,8.125,0.0
27.15,37.45,8.375,0.0
27.15,37.55,5.125,0.0
27.15,37.55,5.375,0.0
27.15,37.55,5.625,0.0
27.15,37.55,5.875,0.0
27.15,37.55,6.125,0.0
27.15,37.55,6.375,0.0
27.15,37.55,6.625,0.0
27.15,37.55,6.875,0.0
27.15,37.55,7.125,0.0
27.15,37.55,7.375,0.0
27.15,37.55,7.625,0.0
27.15,37.55,7.875,0.0
27.15,37.55,8.125,0.0
27.15,37.55,8.375,0.0
27.15,37.65,5.125,0.0
27.15,37.65,5.375,0.0
27.15,37.65,5.625,0.0
27.15,37.65,5.875,0.0
27.15,37.65,6.125,0.0
27.15,37.65,6.375,0.0
27.15,37.65,6.625,0.0
27.15,37.65,6.875,0.0
27.15,37.65,7.125,0.0
27.15,37.65,7.375,0.0
27.15,37.65,7.625,0.0
27.15,37.65,7.875,0.0
27.15,37.65,8.125,0.0
27.15,37.65,8.375,0.0
27.15,37.75,5.125,0.0
27.15,37.75,5.375,0.0
27.15,37.75,5.625,0.0
27.15,37.75,5.875,0.0
27.15,37.75,6.125,0.0
27.15,37.75,6.375,0.0
27.15,37.75,6.625,0.0
27.15,37.75,6.875,0.0
27.15,37.75,7.125,0.0
27.15,37.75,7.375,0.0
27.15,37.75,7.625,0.0
27.15,37.75,7.875,0.0
27.15,37.75,8.125,0.0
27.15,37.75,8.375,0.0
27.15,37.85,5.125,0.0
27.15,37.85,5.375,0.0
27.15,37.85,5.625,0.0
27.15,37.85,5.875,0.0
27.15,37.85,6.125,0.0
27.15,37.85,6.375,0.0
27.15,37.85,6.625,0.0
27.15,37.85,6.875,0.0
27.15,37.85,7.125,0.0
27.15,37.85,7.375,0.0
27.15,37.85,7.625,0.0
27.15,37.85,7.875,0.0
27.15,37.85,8.125,0.0
27.15,37.85,8.375,0.0
27.15,37.95,5.125,0.0
27.15,37.95,5.375,0.0
27.15,37.95,5.625,0.0
27.15,37.95,5.875,0.0
27.15,37.95,6.125,0.0
27.15,37.95,6.375,0.0
27.15,37.95,6.625,0.0
27.15,37.95,6.875,0.0
27.15,37.95,7.125,0.0
27.15,37.95,7.375,0.0
27.15,37.95,7.625,0.0
27.15,37.95,7.875,0.0
27.15,37.95,8.125,0.0
27.15,37.95,8.375,0.0
27.15,38.05,5.125,0.0
27.15,38.05,5.375,0.0
27.15,38.05,5.625,0.0
27.15,38.05,5.875,0.0
27.15,38.05,6.125,0.0
27.15,38.05,6.375,0.0
27.15,38.05,6.625,0.0
27.15,38.05,6.875,0.0
27.15,38.05,7.125,0.0
27.15,38.05,7.375,0.0
27.15,38.05,7.625,0.0
27.15,38.05,7.875,0.0
27.15,38.05,8.125,0.0
27.15,38.05,8.375,0.0
27.15,38.15,5.125,0.0
27.15,38.15,5.375,0.0
27.15,38.15,5.625,0.0
27.15,38.15,5.875,0.0
27.15,38.15,6.125,0.0
27.15,38.15,6.375,0.0
27.15,38.15,6.625,0.0
27.15,38.15,6.875,0.0
27.15,38.15,7.125,0.0
27.15,38.15,7.375,0.0
27.15,38.15,7.625,0.0
27.15,38.15,7.875,0.0
27.15,38.15,8.125,0.0
27.15,38.15,8.375,0.0
27.15,38.25,5.125,0.0
27.15,38.25,5.375,0.0
27.15,38.25,5.625,0.0
27.15,38.25,5.875,0.0
27.15,38.25,6.125,0.0
27.15,38.25,6.375,0.0
27.15,38.25,6.625,0.0
27.15,38.25,6.875,0.0
27.15,38.25,7.125,0.0
27.15,38.25,7.375,0.0
27.15,38.25,7.625,0.0
27.15,38.25,7.875,0.0
27.15,38.25,8.125,0.0
27.15,38.25,8.375,0.0
27.15,38.35,5.125,0.0
27.15,38.35,5.375,0.0
27.15,38.35,5.625,0.0
27.15,38.35,5.875,0.0
27.15,38.35,6.125,0.0
27.15,38.35,6.375,0.0
27.15,38.35,6.625,0.0
27.15,38.35,6.875,0.0
27.15,38.35,7.125,0.0
27.15,38.35,7.375,0.0
27.15,38.35,7.625,0.0
27.15,38.35,7.875,0.0
27.15,38.35,8.125,0.0
27.15,38.35,8.375,0.0
27.15,38.45,5.125,0.0
27.15,38.45,5.375,0.0
27.15,38.45,5.625,0.0
27.15,38.45,5.875,0.0
27.15,38.45,6.125,0.0
27.15,38.45,6.375,0.0
27.15,38.45,6.625,0.0
27.15,38.45,6.875,0.0
27.15,38.45,7.125,0.0
27.15,38.45,7.375,0.0
27.15,38.45,7.625,0.0
27.15,38.45,7.875,0.0
27.15,38.45,8.125,0.0
27.15,38.45,8.375,0.0
27.15,38.55,5.125,0.0
27.15,38.55,5.375,0.0
27.15,38.55,5.625,0.0
27.15,38.55,5.875,0.0
27.15,38.55,6.125,0.0
27.15,38.55,6.375,0.0
27.15,38.55,6.625,0.0
27.15,38.55,6.875,0.0
27.15,38.55,7.125,0.0
27.15,38.55,7.375,0.0
27.15,38.55,7.625,0.0
27.15,38.55,7.875,0.0
27.15,38.55,8.125,0.0
27.15,38.55,8.375,0.0
27.15,38.65,5.125,0.0
27.15,38.65,5.375,0.0
27.15,38.65,5.625,0.0
27.15,38.65,5.875,0.0
27.15,38.65,6.125,0.0
27.15,38.65,6.375,0.0
27.15,38.65,6.625,0.0
27.15,38.65,6.875,0.0
27.15,38.65,7.125,0.0
27.15,38.65,7.375,0.0
27.15,38.65,7.625,0.0
27.15,38.65,7.875,0.0
27.15,38.65,8.125,0.0
27.15,38.65,8.375,0.0
27.25,35.35,5.125,0.0
27.25,35.35,5.375,0.0
27.25,35.35,5.625,0.0
27.25,35.35,5.875,0.0
27.25,35.35,6.125,0.0
27.25,35.35,6.375,0.0
27.25,35.35,6.625,0.0
27.25,35.35,6.875,0.0
27.25,35.35,7.125,0.0
27.25,35.35,7.375,0.0
27.25,35.35,7.625,0.0
27.25,35.35,7.875,0.0
27.25,35.35,8.125,0.0
27.25,35.35,8.375,0.0
27.25,35.45,5.125,0.0
27.25,35.45,5.375,0.0
27.25,35.45,5.625,0.0
27.25,35.45,5.875,0.0
27.25,35.45,6.125,0.0
27.25,35.45,6.375,0.0
27.25,35.45,6.625,0.0
27.25,35.45,6.875,0.0
27.25,35.45,7.125,0.0
27.25,35.45,7.375,0.0
27.25,35.45,7.625,0.0
27.25,35.45,7.875,0.0
27.25,35.45,8.125,0.0
27.25,35.45,8.375,0.0
27.25,35.55,5.125,0.0
27.25,35.55,5.375,0.0
27.25,35.55,5.625,0.0
27.25,35.55,5.875,0.0
27.25,35.55,6.125,0.0
27.25,35.55,6.375,0.0
27.25,35.55,6.625,0.0
27.25,35.55,6.875,0.0
27.25,35.55,7.125,2.113017226e-06
27.25,35.55,7.375,8.380620721e-06
27.25,35.55,7.625,1.84065531e-05
27.25,35.55,7.875,0.0
27.25,35.55,8.125,0.0
27.25,35.55,8.375,0.0
27.25,35.65,5.125,0.0
27.25,35.65,5.375,0.0
27.25,35.65,5.625,0.0
27.25,35.65,5.875,0.0
27.25,35.65,6.125,0.0
27.25,35.65,6.375,0.0
27.25,35.65,6.625,0.0
27.25,35.65,6.875,0.0
27.25,35.65,7.125,3.10646952e-06
27.25,35.65,7.375,1.236273964e-05
27.25,35.65,7.625,7.125484672e-05
27.25,35.65,7.875,5.161184089e-05
27.25,35.65,8.125,0.0
27.25,35.65,8.375,0.0
27.25,35.75,5.125,0.0
27.25,35.75,5.375,0.0
27.25,35.75,5.625,0.0
27.25,35.75,5.875,0.0
27.25,35.75,6.125,0.0
27.25,35.75,6.375,0.0
27.25,35.75,6.625,0.0
27.25,35.75,6.875,0.0
27.25,35.75,7.125,1.328315454e-05
27.25,35.75,7.375,2.815543372e-05
27.25,35.75,7.625,8.14302609e-05
27.25,35.75,7.875,0.0001312357834
27.25,35.75,8.125,0.0003188638452
27.25,35.75,8.375,0.0003276325207
27.25,35.85,5.125,0.0
27.25,35.85,5.375,0.0
27.25,35.85,5.625,0.0
27.25,35.85,5.875,0.0
27.25,35.85,6.125,0.0
27.25,35.85,6.375,0.0
27.25,35.85,6.625,0.0
27.25,35.85,6.875,0.0
27.25,35.85,7.125,0.0
27.25,35.85,7.375,0.0
27.25,35.85,7.625,0.0
27.25,35.85,7.875,0.0
27.25,35.85,8.125,0.0
27.25,35.85,8.375,0.0
27.25,35.95,5.125,0.0
27.25,35.95,5.375,0.0
27.25,35.95,5.625,0.0
27.25,35.95,5.875,0.0
27.25,35.95,6.125,0.0
27.25,35.95,6.375,0.0
27.25,35.95,6.625,0.0
27.25,35.95,6.875,0.0
27.25,35.95,7.125,0.0
27.25,35.95,7.375,0.0
27.25,35.95,7.625,0.0
27.25,35.95,7.875,0.0
27.25,35.95,8.125,0.0
27.25,35.95,8.375,0.0
27.25,36.05,5.125,0.0
27.25,36.05,5.375,0.0
27.25,36.05,5.625,0.0
27.25,36.05,5.875,0.0
27.25,36.05,6.125,0.0
27.25,36.05,6.375,0.0
27.25,36.05,6.625,0.0
27.25,36.05,6.875,0.0
27.25,36.05,7.125,0.0
27.25,36.05,7.375,0.0
27.25,36.05,7.625,0.0
27.25,36.05,7.875,0.0
27.25,36.05,8.125,0.0
27.25,36.05,8.375,0.0
27.25,36.15,5.125,0.0
27.25,36.15,5.375,0.0
27.25,36.15,5.625,0.0
27.25,36.15,5.875,0.0
27.25,36.15,6.125,0.0
27.25,36.15,6.375,0.0
27.25,36.15,6.625,0.0
27.25,36.15,6.875,0.0
27.25,36.15,7.125,0.0
27.25,36.15,7.375,0.0
27.25,36.15,7.625,0.0
27.25,36.15,7.875,0.0
27.25,36.15,8.125,0.0
27.25,36.15,8.375,0.0
27.25,36.25,5.125,0.0
27.25,36.25,5.375,0.0
27.25,36.25,5.625,0.0
27.25,36.25,5.875,0.0
27.25,36.25,6.125,0.0
27.25,36.25,6.375,0.0
27.25,36.25,6.625,7.452435002e-09
27.25,36.25,6.875,0.0
27.25,36.25,7.125,0.0
27.25,36.25,7.375,0.0
27.25,36.25,7.625,0.0
27.25,36.25,7.875,0.0
27.25,36.25,8.125,0.0
27.25,36.25,8.375,0.0
27.25,36.35,5.125,0.0
27.25,36.35,5.375,0.0
27.25,36.35,5.625,0.0
27.25,36.35,5.875,0.0
27.25,36.35,6.125,0.0
27.25,36.35,6.375,0.0
27.25,36.35,6.625,1.612596333e-06
27.25,36.35,6.875,1.267681414e-06
27.25,36.35,7.125,2.224122669e-06
27.25,36.35,7.375,8.526080557e-07
27.25,36.35,7.625,0.0
27.25,36.35,7.875,0.0
27.25,36.35,8.125,0.0
27.25,36.35,8.375,0.0
27.25,36.45,5.125,0.0
27.25,36.45,5.375,0.0
27.25,36.45,5.625,0.0
27.25,36.45,5.875,0.0
27.25,36.45,6.125,0.0
27.25,36.45,6.375,0.0
27.25,36.45,6.625,5.70980703e-06
27.25,36.45,6.875,6.927683057e-06
27.25,36.45,7.125,1.209716976e-05
27.25,36.45,7.375,8.239721545e-06
27.25,36.45,7.625,7.75488619e-06
27.25,36.45,7.875,0.0
27.25,36.45,8.125,0.0
27.25,36.45,8.375,0.0
27.25,36.55,5.125,0.0
27.25,36.55,5.375,0.0
27.25,36.55,5.625,0.0
27.25,36.55,5.875,0.0
27.25,36.55,6.125,0.0
27.25,36.55,6.375,0.0
27.25,36.55,6.625,6.649329451e-06
27.25,36.55,6.875,1.172283183e-05
27.25,36.55,7.125,4.351623873e-05
27.25,36.55,7.375,2.794043406e-05
27.25,36.55,7.625,1.832993816e-05
27.25,36.55,7.875,1.332749067e-05
27.25,36.55,8.125,4.104949207e-06
27.25,36.55,8.375,0.0
27.25,36.65,5.125,0.0
27.25,36.65,5.375,0.0
27.25,36.65,5.625,0.0
27.25,36.65,5.875,0.0
27.25,36.65,6.125,0.0
27.25,36.65,6.375,0.0
27.25,36.65,6.625,8.146280759e-06
27.25,36.65,6.875,1.095684974e-05
27.25,36.65,7.125,5.926380494e-05
27.25,36.65,7.375,6.584447722e-05
27.25,36.65,7.625,8.64805805e-05
27.25,36.65,7.875,1.637185663e-05
27.25,36.65,8.125,1.916601283e-05
27.25,36.65,8.375,1.248374329e-06
27.25,36.75,5.125,0.0
27.25,36.75,5.375,0.0
27.25,36.75,5.625,0.0
27.25,36.75,5.875,0.0
27.25,36.75,6.125,0.0
27.25,36.75,6.375,0.0
27.25,36.75,6.625,9.685168553e-06
27.25,36.75,6.875,1.270614619e-05
27.25,36.75,7.125,5.777825548e-05
27.25,36.75,7.375,5.297533324e-05
27.25,36.75,7.625,0.0001389716279
27.25,36.75,7.875,7.819734014e-05
27.25,36.75,8.125,2.746687477e-05
27.25,36.75,8.375,1.236379108e-05
27.25,36.85,5.125,0.0
27.25,36.85,5.375,0.0
27.25,36.85,5.625,0.0
27.25,36.85,5.875,0.0
27.25,36.85,6.125,0.0
27.25,36.85,6.375,0.0
27.25,36.85,6.625,2.170225769e-05
27.25,36.85,6.875,4.310546564e-05
27.25,36.85,7.125,0.0001426891025
27.25,36.85,7.375,0.0002034108782
27.25,36.85,7.625,0.0004887160881
27.25,36.85,7.875,0.0004765238025
27.25,36.85,8.125,0.0008667098292
27.25,36.85,8.375,0.0005401936441
27.25,36.95,5.125,0.0
27.25,36.95,5.375,0.0
27.25,36.95,5.625,0.0
27.25,36.95,5.875,0.0
27.25,36.95,6.125,0.0
27.25,36.95,6.375,0.0
27.25,36.95,6.625,0.0
27.25,36.95,6.875,0.0
27.25,36.95,7.125,0.0
27.25,36.95,7.375,0.0
27.25,36.95,7.625,0.0
27.25,36.95,7.875,0.0
27.25,36.95,8.125,0.0
27.25,36.95,8.375,0.0
27.25,37.05,5.125,0.0
27.25,37.05,5.375,0.0
27.25,37.05,5.625,0.0
27.25,37.05,5.875,0.0
27.25,37.05,6.125,0.0
27.25,37.05,6.375,0.0
27.25,37.05,6.625,0.0
27.25,37.05,6.875,0.0
27.25,37.05,7.125,0.0
27.25,37.05,7.375,0.0
27.25,37.05,7.625,0.0
27.25,37.05,7.875,0.0
27.25,37.05,8.125,0.0
27.25,37.05,8.375,0.0
27.25,37.15,5.125,0.0
27.25,37.15,5.375,0.0
27.25,37.15,5.625,0.0
27.25,37.15,5.875,0.0
27.25,37.15,6.125,0.0
27.25,37.15,6.375,0.0
27.25,37.15,6.625,0.0
27.25,37.15,6.875,0.0
27.25,37.15,7.125,0.0
27.25,37.15,7.375,0.0
27.25,37.15,7.625,0.0
27.25,37.15,7.875,0.0
27.25,37.15,8.125,0.0
27.25,37.15,8.375,0.0
27.25,37.25,5.125,0.0
27.25,37.25,5.375,0.0
27.25,37.25,5.625,0.0
27.25,37.25,5.875,0.0
27.25,37.25,6.125,0.0
27.25,37.25,6.375,0.0
27.25,37.25,6.625,0.0
27.25,37.25,6.875,0.0
27.25,37.25,7.125,0.0
27.25,37.25,7.375,0.0
27.25,37.25,7.625,0.0
27.25,37.25,7.875,0.0
27.25,37.25,8.125,0.0
27.25,37.25,8.375,0.0
27.25,37.35,5.125,0.0
27.25,37.35,5.375,0.0
27.25,37.35,5.625,0.0
27.25,37.35,5.875,0.0
27.25,37.35,6.125,0.0
27.25,37.35,6.375,0.0
27.25,37.35,6.625,0.0
27.25,37.35,6.875,0.0
27.25,37.35,7.125,0.0
27.25,37.35,7.375,0.0
27.25,37.35,7.625,0.0
27.25,37.35,7.875,0.0
27.25,37.35,8.125,0.0
27.25,37.35,8.375,0.0
27.25,37.45,5.125,0.0
27.25,37.45,5.375,0.0
27.25,37.45,5.625,0.0
27.25,37.45,5.875,0.0
27.25,37.45,6.125,0.0
27.25,37.45,6.375,0.0
27.25,37.45,6.625,0.0
27.25,37.45,6.875,0.0
27.25,37.45,7.125,0.0
27.25,37.45,7.375,0.0
27.25,37.45,7.625,0.0
27.25,37.45,7.875,0.0
27.25,37.45,8.125,0.0
27.25,37.45,8.375,0.0
27.25,37.55,5.125,0.0
27.25,37.55,5.375,0.0
27.25,37.55,5.625,0.0
27.25,37.55,5.875,0.0
27.25,37.55,6.125,0.0
27.25,37.55,6.375,0.0
27.25,37.55,6.625,0.0
27.25,37.55,6.875,0.0
27.25,37.55,7.125,0.0
27.25,37.55,7.375,0.0
27.25,37.55,7.625,0.0
27.25,37.55,7.875,0.0
27.25,37.55,8.125,0.0
27.25,37.55,8.375,0.0
27.25,37.65,5.125,0.0
27.25,37.65,5.375,0.0
27.25,37.65,5.625,0.0
27.25,37.65,5.875,0.0
27.25,37.65,6.125,0.0
27.25,37.65,6.375,0.0
27.25,37.65,6.625,0.0
27.25,37.65,6.875,0.0
27.25,37.65,7.125,0.0
27.25,37.65,7.375,0.0
27.25,37.65,7.625,0.0
27.25,37.65,7.875,0.0
27.25,37.65,8.125,0.0
27.25,37.65,8.375,0.0
27.25,37.75,5.125,0.0
27.25,37.75,5.375,0.0
27.25,37.75,5.625,0.0
27.25,37.75,5.875,0.0
27.25,37.75,6.125,0.0
27.25,37.75,6.375,0.0
27.25,37.75,6.625,0.0
27.25,37.75,6.875,0.0
27.25,37.75,7.125,0.0
27.25,37.75,7.375,0.0
27.25,37.75,7.625,0.0
27.25,37.75,7.875,0.0
27.25,37.75,8.125,0.0
27.25,37.75,8.375,0.0
27.25,37.85,5.125,0.0
27.25,37.85,5.375,0.0
27.25,37.85,5.625,0.0
27.25,37.85,5.875,0.0
27.25,37.85,6.125,0.0
27.25,37.85,6.375,0.0
27.25,37.85,6.625,0.0
27.25,37.85,6.875,0.0
27.25,37.85,7.125,0.0
27.25,37.85,7.375,0.0
27.25,37.85,7.625,0.0
27.25,37.85,7.875,0.0
27.25,37.85,8.125,0.0
27.25,37.85,8.375,0.0
27.25,37.95,5.125,0.0
27.25,37.95,5.375,0.0
27.25,37.95,5.625,0.0
27.25,37.95,5.875,0.0
27.25,37.95,6.125,0.0
27.25,37.95,6.375,0.0
27.25,37.95,6.625,0.0
27.25,37.95,6.875,0.0
27.25,37.95,7.125,0.0
27.25,37.95,7.375,0.0
27.25,37.95,7.625,0.0
27.25,37.95,7.875,0.0
27.25,37.95,8.125,0.0
27.25,37.95,8.375,0.0
27.25,38.05,5.125,0.0
27.25,38.05,5.375,0.0
27.25,38.05,5.625,0.0
27.25,38.05,5.875,0.0
27.25,38.05,6.125,0.0
27.25,38.05,6.375,0.0
27.25,38.05,6.625,0.0
27.25,38.05,6.875,0.0
27.25,38.05,7.125,0.0
27.25,38.05,7.375,0.0
27.25,38.05,7.625,0.0
27.25,38.05,7.875,0.0
27.25,38.05,8.125,0.0
27.25,38.05,8.375,0.0
27.25,38.15,5.125,0.0
27.25,38.15,5.375,0.0
27.25,38.15,5.625,0.0
27.25,38.15,5.875,0.0
27.25,38.15,6.125,0.0
27.25,38.15,6.375,0.0
27.25,38.15,6.625,0.0
27.25,38.15,6.875,0.0
27.25,38.15,7.125,0.0
27.25,38.15,7.375,0.0
27.25,38.15,7.625,0.0
27.25,38.15,7.875,0.0
27.25,38.15,8.125,0.0
27.25,38.15,8.375,0.0
27.25,38.25,5.125,0.0
27.25,38.25,5.375,0.0
27.25,38.25,5.625,0.0
27.25,38.25,5.875,0.0
27.25,38.25,6.125,0.0
27.25,38.25,6.375,0.0
27.25,38.25,6.625,0.0
27.25,38.25,6.875,0.0
27.25,38.25,7.125,0.0
27.25,38.25,7.375,0.0
27.25,38.25,7.625,0.0
27.25,38.25,7.875,0.0
27.25,38.25,8.125,0.0
27.25,38.25,8.375,0.0
27.25,38.35,5.125,0.0
27.25,38.35,5.375,0.0
27.25,38.35,5.625,0.0
27.25,38.35,5.875,0.0
27.25,38.35,6.125,0.0
27.25,38.35,6.375,0.0
27.25,38.35,6.625,0.0
27.25,38.35,6.875,0.0
27.25,38.35,7.125,0.0
27.25,38.35,7.375,0.0
27.25,38.35,7.625,0.0
27.25,38.35,7.875,0.0
27.25,38.35,8.125,0.0
27.25,38.35,8.375,0.0
27.25,38.45,5.125,0.0
27.25,38.45,5.375,0.0
27.25,38.45,5.625,0.0
27.25,38.45,5.875,0.0
27.25,38.45,6.125,0.0
27.25,38.45,6.375,0.0
27.25,38.45,6.625,0.0
27.25,38.45,6.875,0.0
27.25,38.45,7.125,0.0
27.25,38.45,7.375,0.0
27.25,38.45,7.625,0.0
27.25,38.45,7.875,0.0
27.25,38.45,8.125,0.0
27.25,38.45,8.375,0.0
27.25,38.55,5.125,0.0
27.25,38.55,5.375,0.0
27.25,38.55,5.625,0.0
27.25,38.55,5.875,0.0
27.25,38.55,6.125,0.0
27.25,38.55,6.375,0.0
27.25,38.55,6.625,0.0
27.25,38.55,6.875,0.0
27.25,38.55,7.125,0.0
27.25,38.55,7.375,0.0
27.25,38.55,7.625,0.0
27.25,38.55,7.875,0.0
27.25,38.55,8.125,0.0
27.25,38.55,8.375,0.0
27.25,38.65,5.125,0.0
27.25,38.65,5.375,0.0
27.25,38.65,5.625,0.0
27.25,38.65,5.875,0.0
27.25,38.65,6.125,0.0
27.25,38.65,6.375,0.0
27.25,38.65,6.625,0.0
27.25,38.65,6.875,0.0
27.25,38.65,7.125,0.0
27.25,38.65,7.375,0.0
27.25,38.65,7.625,0.0
27.25,38.65,7.875,0.0
27.25,38.65,8.125,0.0
27.25,38.65,8.375,0.0
27.35,35.35,5.125,0.0
27.35,35.35,5.375,0.0
27.35,35.35,5.625,0.0
27.35,35.35,5.875,0.0
27.35,35.35,6.125,0.0
27.35,35.35,6.375,0.0
27.35,35.35,6.625,0.0
27.35,35.35,6.875,0.0
27.35,35.35,7.125,0.0
27.35,35.35,7.375,0.0
27.35,35.35,7.625,0.0
27.35,35.35,7.875,0.0
27.35,35.35,8.125,0.0
27.35,35.35,8.375,0.0
27.35,35.45,5.125,0.0
27.35,35.45,5.375,0.0
27.35,35.45,5.625,0.0
27.35,35.45,5.875,0.0
27.35,35.45,6.125,0.0
27.35,35.45,6.375,0.0
27.35,35.45,6.625,0.0
27.35,35.45,6.875,0.0
27.35,35.45,7.125,0.0
27.35,35.45,7.375,1.682094318e-06
27.35,35.45,7.625,0.0
27.35,35.45,7.875,0.0
27.35,35.45,8.125,0.0
27.35,35.45,8.375,0.0
27.35,35.55,5.125,0.0
27.35,35.55,5.375,0.0
27.35,35.55,5.625,0.0
27.35,35.55,5.875,0.0
27.35,35.55,6.125,0.0
27.35,35.55,6.375,0.0
27.35,35.55,6.625,0.0
27.35,35.55,6.875,0.0
27.35,35.55,7.125,0.0
27.35,35.55,7.375,0.0
27.35,35.55,7.625,0.0
27.35,35.55,7.875,0.0
27.35,35.55,8.125,0.0
27.35,35.55,8.375,0.0
27.35,35.65,5.125,0.0
27.35,35.65,5.375,0.0
27.35,35.65,5.625,0.0
27.35,35.65,5.875,0.0
27.35,35.65,6.125,0.0
27.35,35.65,6.375,0.0
27.35,35.65,6.625,0.0
27.35,35.65,6.875,0.0
27.35,35.65,7.125,0.0
27.35,35.65,7.375,0.0
27.35,35.65,7.625,0.0
27.35,35.65,7.875,0.0
27.35,35.65,8.125,0.0
27.35,35.65,8.375,0.0
27.35,35.75,5.125,0.0
27.35,35.75,5.375,0.0
27.35,35.75,5.625,0.0
27.35,35.75,5.875,0.0
27.35,35.75,6.125,0.0
27.35,35.75,6.375,0.0
27.35,35.75,6.625,0.0
27.35,35.75,6.875,0.0
27.35,35.75,7.125,0.0
27.35,35.75,7.375,0.0
27.35,35.75,7.625,0.0
27.35,35.75,7.875,0.0
27.35,35.75,8.125,0.0
27.35,35.75,8.375,0.0
27.35,35.85,5.125,0.0
27.35,35.85,5.375,0.0
27.35,35.85,5.625,0.0
27.35,35.85,5.875,0.0
27.35,35.85,6.125,0.0
27.35,35.85,6.375,0.0
27.35,35.85,6.625,0.0
27.35,35.85,6.875,0.0
27.35,35.85,7.125,2.042147196e-05
27.35,35.85,7.375,3.86677635e-05
27.35,35.85,7.625,8.850786872e-05
27.35,35.85,7.875,7.684821566e-05
27.35,35.85,8.125,0.0003706278555
27.35,35.85,8.375,0.0003686404487
27.35,35.95,5.125,0.0
27.35,35.95,5.375,0.0
27.35,35.95,5.625,0.0
27.35,35.95,5.875,0.0
27.35,35.95,6.125,0.0
27.35,35.95,6.375,0.0
27.35,35.95,6.625,0.0
27.35,35.95,6.875,0.0
27.35,35.95,7.125,0.0
27.35,35.95,7.375,0.0
27.35,35.95,7.625,0.0
27.35,35.95,7.875,0.0
27.35,35.95,8.125,0.0
27.35,35.95,8.375,0.0
27.35,36.05,5.125,0.0
27.35,36.05,5.375,0.0
27.35,36.05,5.625,0.0
27.35,36.05,5.875,0.0
27.35,36.05,6.125,0.0
27.35,36.05,6.375,0.0
27.35,36.05,6.625,0.0
27.35,36.05,6.875,0.0
27.35,36.05,7.125,0.0
27.35,36.05,7.375,0.0
27.35,36.05,7.625,0.0
27.35,36.05,7.875,0.0
27.35,36.05,8.125,0.0
27.35,36.05,8.375,0.0
27.35,36.15,5.125,0.0
27.35,36.15,5.375,0.0
27.35,36.15,5.625,0.0
27.35,36.15,5.875,0.0
27.35,36.15,6.125,0.0
27.35,36.15,6.375,0.0
27.35,36.15,6.625,0.0
27.35,36.15,6.875,0.0
27.35,36.15,7.125,0.0
27.35,36.15,7.375,0.0
27.35,36.15,7.625,0.0
27.35,36.15,7.875,0.0
27.35,36.15,8.125,0.0
27.35,36.15,8.375,0.0
27.35,36.25,5.125,0.0
27.35,36.25,5.375,0.0
27.35,36.25,5.625,0.0
27.35,36.25,5.875,0.0
27.35,36.25,6.125,0.0
27.35,36.25,6.375,0.0
27.35,36.25,6.625,0.0
27.35,36.25,6.875,0.0
27.35,36.25,7.125,0.0
27.35,36.25,7.375,0.0
27.35,36.25,7.625,0.0
27.35,36.25,7.875,0.0
27.35,36.25,8.125,0.0
27.35,36.25,8.375,0.0
27.35,36.35,5.125,0.0
27.35,36.35,5.375,0.0
27.35,36.35,5.625,0.0
27.35,36.35,5.875,0.0
27.35,36.35,6.125,0.0
27.35,36.35,6.375,0.0
27.35,36.35,6.625,1.525230723e-07
27.35,36.35,6.875,0.0
27.35,36.35,7.125,0.0
27.35,36.35,7.375,0.0
27.35,36.35,7.625,0.0
27.35,36.35,7.875,0.0
27.35,36.35,8.125,0.0
27.35,36.35,8.375,0.0
27.35,36.45,5.125,0.0
27.35,36.45,5.375,0.0
27.35,36.45,5.625,0.0
27.35,36.45,5.875,0.0
27.35,36.45,6.125,0.0
27.35,36.45,6.375,0.0
27.35,36.45,6.625,4.079966148e-06
27.35,36.45,6.875,5.202278581e-06
27.35,36.45,7.125,5.341321395e-06
27.35,36.45,7.375,3.563078622e-06
27.35,36.45,7.625,0.0
27.35,36.45,7.875,0.0
27.35,36.45,8.125,0.0
27.35,36.45,8.375,0.0
27.35,36.55,5.125,0.0
27.35,36.55,5.375,0.0
27.35,36.55,5.625,0.0
27.35,36.55,5.875,0.0
27.35,36.55,6.125,0.0
