eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
284854,ISK,1992,7,29,21,59,12.2,nan,28.81,37.06,nan,nan,nan,10,nan,3.97,0.188
284978,ISK,1992,7,30,19,1,19.2,nan,29.77,38.95,nan,nan,nan,11,nan,3.35,0.188
275469,ISK,1992,8,1,14,12,14.4,nan,26.9,38.8,nan,nan,nan,19,nan,3.7,0.188
275474,ISK,1992,8,1,15,5,8.1,nan,26.15,39.04,nan,nan,nan,6,nan,3.44,0.188
275628,THE,1992,8,2,11,34,54,nan,25.6,36.52,nan,nan,nan,15.01,nan,4.22,0.22
275630,ISC,1992,8,2,11,47,41.13,1.03,25.3341,36.3786,11.49,8.6,90,14,nan,3.66,0.22
275929,ISK,1992,8,4,15,56,6.1,nan,30.39,38.73,nan,nan,nan,6,nan,3.44,0.188
275934,THE,1992,8,4,16,39,58.2,nan,26.64,35.61,nan,nan,nan,15.01,nan,4.41,0.22
276069,ISK,1992,8,5,14,20,22.8,nan,28.13,36.94,nan,nan,nan,30,nan,3.7,0.188
276244,THE,1992,8,6,19,9,49,nan,27.95,38.49,nan,nan,nan,15.01,nan,3.7,0.188
276259,THE,1992,8,6,20,59,12.3,nan,26.19,39.78,nan,nan,nan,15.01,nan,3.88,0.188
276665,ISK,1992,8,9,18,34,41.6,nan,28.28,38.39,nan,nan,nan,6,nan,3.26,0.188
276775,ISK,1992,8,10,12,18,23.2,nan,27.53,38.33,nan,nan,nan,10,nan,3.26,0.188
276909,THE,1992,8,11,8,21,50.5,nan,26.64,35.16,nan,nan,nan,15.01,nan,4.78,0.22
277180,ISK,1992,8,13,4,8,9.9,nan,30.43,36.95,nan,nan,nan,21,nan,3.79,0.188
277231,ISK,1992,8,13,10,39,6.5,nan,28.09,39.39,nan,nan,nan,5,nan,3.35,0.188
277237,ISC,1992,8,13,11,23,16.3,0.69,26.8464,34.929,7.7,4.763,nan,10,nan,4.13,0.22
277350,ISK,1992,8,14,6,51,2.7,nan,26.71,38.46,nan,nan,nan,8,nan,3.44,0.188
277715,ISK,1992,8,16,21,40,58.7,nan,27.88,39.02,nan,nan,nan,10,nan,3.26,0.188
277747,ISK,1992,8,17,3,35,42.1,nan,27.31,39.17,nan,nan,nan,7,nan,3.52,0.188
277933,ISK,1992,8,18,10,10,36,nan,26.33,39.1,nan,nan,nan,9,nan,3.52,0.188
277950,ISK,1992,8,18,13,40,24.3,nan,28.68,36.83,nan,nan,nan,33,nan,3.7,0.188
278299,ISC,1992,8,21,1,36,23.63,0.57,25.6742,35.8593,12.1,7.221,nan,154.7,8.9,3.83,0.225
278315,ISK,1992,8,21,4,10,52.4,nan,27.48,37.61,nan,nan,nan,10,nan,3.61,0.188
278575,ISK,1992,8,23,1,6,52.1,nan,29.1,39.27,nan,nan,nan,5,nan,3.52,0.188
278703,ISK,1992,8,23,21,3,24,nan,29.32,37.92,nan,nan,nan,10,nan,3.35,0.188
278995,ISK,1992,8,25,13,53,47.1,nan,29.7,36.75,nan,nan,nan,7,nan,4.24,0.188
279445,ISK,1992,8,29,3,50,24,nan,29.15,39.26,nan,nan,nan,9,nan,3.35,0.188
270881,ISK,1992,9,1,14,16,59.5,nan,28.09,39.51,nan,nan,nan,8,nan,3.44,0.188
270922,THE,1992,9,1,22,7,52,nan,28.56,38.17,nan,nan,nan,15.01,nan,3.88,0.188
271205,ISK,1992,9,3,2,39,32,nan,29.03,37.15,nan,nan,nan,6,nan,3.52,0.188
271563,ISK,1992,9,5,1,50,19.8,nan,30.47,36.74,nan,nan,nan,33,nan,3.88,0.188
271881,ISK,1992,9,7,1,49,41,nan,29.65,38.94,nan,nan,nan,5,nan,3.26,0.188
272346,ISK,1992,9,10,2,24,58.4,nan,29.12,36.63,nan,nan,nan,33,nan,3.61,0.188
272471,ISK,1992,9,11,1,32,0.2,nan,29.64,38.99,nan,nan,nan,6,nan,3.44,0.188
272619,ISK,1992,9,12,0,21,32.9,nan,28.83,38.22,nan,nan,nan,7,nan,3.35,0.188
273324,ISK,1992,9,16,20,16,47,nan,26.7,38.93,nan,nan,nan,10,nan,3.26,0.188
273556,ISK,1992,9,18,12,46,25.2,nan,30.75,38.62,nan,nan,nan,9,nan,3.79,0.188
273560,ISK,1992,9,18,13,2,52.4,nan,29.69,37.54,nan,nan,nan,10,nan,3.52,0.188
273906,ISK,1992,9,21,0,36,20.5,nan,26.2,38.59,nan,nan,nan,10,nan,3.26,0.188
273938,ISK,1992,9,21,7,47,31.6,nan,27.62,38.07,nan,nan,nan,9,nan,3.35,0.188
274139,ISK,1992,9,22,22,4,23.6,nan,30.51,37.81,nan,nan,nan,5,nan,3.26,0.188
274262,ISK,1992,9,23,14,9,0.3,nan,27.59,38.12,nan,nan,nan,10,nan,3.26,0.188
274589,ISK,1992,9,25,16,28,42.6,nan,29.05,37.08,nan,nan,nan,6,nan,3.52,0.188
275166,ISK,1992,9,29,15,3,49.3,nan,29.54,37.15,nan,nan,nan,11,nan,3.35,0.188
275233,THE,1992,9,30,0,1,17.2,nan,29.81,37.52,nan,nan,nan,15.01,nan,4.06,0.188
275234,ISK,1992,9,30,0,6,7.5,nan,29.29,37.31,nan,nan,nan,10,nan,3.7,0.188
265760,ISK,1992,10,3,7,14,33.6,nan,28.71,38,nan,nan,nan,5,nan,3.44,0.188
266119,ISK,1992,10,5,11,20,59.5,nan,30.33,36.73,nan,nan,nan,33,nan,3.7,0.188
266415,ISK,1992,10,7,11,19,45.8,nan,27.9,39.37,nan,nan,nan,5,nan,3.61,0.188
266419,ISK,1992,10,7,11,47,7,nan,28,39.31,nan,nan,nan,11,nan,3.44,0.188
266619,ISK,1992,10,8,18,32,2.7,nan,29.12,36.53,nan,nan,nan,13,nan,3.52,0.188
267069,ISK,1992,10,11,19,12,33.5,nan,27.81,38.01,nan,nan,nan,11,nan,3.52,0.188
267353,ISK,1992,10,13,19,25,53.4,nan,27.84,37.29,nan,nan,nan,10,nan,3.35,0.188
268438,ISK,1992,10,19,0,35,40.1,nan,27.81,39.39,nan,nan,nan,10,nan,3.35,0.188
268474,ISK,1992,10,19,4,14,10.7,nan,27.49,37.86,nan,nan,nan,10,nan,3.52,0.188
268600,ISC,1992,10,19,18,57,56.19,1.36,26.0276,36.7,17.13,9.6,90,33,nan,3.83,0.246
268639,ISK,1992,10,20,0,26,24.3,nan,30.16,37.55,nan,nan,nan,22,nan,3.88,0.188
268712,ISK,1992,10,20,8,28,48.7,nan,29.17,37.86,nan,nan,nan,9,nan,3.35,0.188
269959,THE,1992,10,27,8,55,54.9,nan,26.82,38.83,nan,nan,nan,15.01,nan,3.7,0.188
270094,ISK,1992,10,28,7,45,36.9,nan,27.69,39.44,nan,nan,nan,13,nan,3.61,0.188
270441,ISC,1992,10,30,4,19,51.76,0.83,26.8228,37.4438,10.5,7.939,nan,10,nan,4.31,0.22
270447,THE,1992,10,30,4,59,35.4,nan,25.72,35.4,nan,nan,nan,15.01,nan,4.64,0.225
260485,ISK,1992,11,1,16,48,16.4,nan,29.39,37.46,nan,nan,nan,10,nan,3.26,0.188
260530,THE,1992,11,2,1,25,44,nan,27.63,36.14,nan,nan,nan,15.01,nan,3.97,0.188
260714,ISK,1992,11,3,7,12,54.5,nan,29.1,39.27,nan,nan,nan,10,nan,3.44,0.188
260829,ISK,1992,11,4,0,8,20.1,nan,31.71,37.13,nan,nan,nan,21,nan,3.7,0.188
260911,ISK,1992,11,4,9,54,39.8,nan,27.91,39.26,nan,nan,nan,11,nan,3.52,0.188
260949,ISC,1992,11,4,13,41,12.23,0.66,27.8665,35.4379,9.2,6.282,nan,86,11.3,3.93,0.225
261007,ISK,1992,11,4,21,44,41.4,nan,27.58,37.29,nan,nan,nan,10,nan,3.7,0.188
261056,ISK,1992,11,5,3,53,11.4,nan,27.65,37.41,nan,nan,nan,10,nan,3.7,0.188
261143,ISK,1992,11,5,16,2,53.2,nan,29.17,39.26,nan,nan,nan,6,nan,3.52,0.188
261332,THE,1992,11,6,19,8,7,nan,26.95,37.98,nan,nan,nan,15.01,nan,6.1,nan
261334,THE,1992,11,6,19,20,23.5,nan,25.54,38.16,nan,nan,nan,15.01,nan,3.73,0.225
261336,ISK,1992,11,6,19,29,2.6,nan,27.01,38.58,nan,nan,nan,15,nan,3.97,0.188
261338,ISK,1992,11,6,19,44,27.5,nan,27.42,38.34,nan,nan,nan,12,nan,4.06,0.188
261339,ISK,1992,11,6,19,48,18.4,nan,27.35,38.43,nan,nan,nan,5,nan,3.97,0.188
261346,ISK,1992,11,6,20,33,26.8,nan,26.89,38.42,nan,nan,nan,32,nan,3.61,0.188
261351,ISK,1992,11,6,21,0,42.5,nan,26.83,35.92,nan,nan,nan,33,nan,3.52,0.188
261352,ISK,1992,11,6,21,4,36.8,nan,27.15,38.4,nan,nan,nan,25,nan,3.79,0.188
261366,ISK,1992,11,6,21,45,27.3,nan,26.91,38.51,nan,nan,nan,28,nan,3.61,0.188
261372,ISK,1992,11,6,22,31,12.2,nan,27.55,38.53,nan,nan,nan,7,nan,3.44,0.188
261378,ISK,1992,11,6,22,59,26.6,nan,27.26,38.38,nan,nan,nan,6,nan,3.44,0.188
261387,ISK,1992,11,6,23,40,16.2,nan,27.25,38.46,nan,nan,nan,6,nan,3.44,0.188
261408,ISK,1992,11,7,1,32,24.9,nan,27.49,38.43,nan,nan,nan,10,nan,3.52,0.188
261418,THE,1992,11,7,2,41,58.4,nan,25.84,39.8,nan,nan,nan,15.01,nan,3.88,0.188
261450,ISK,1992,11,7,6,16,57.4,nan,27.17,38.57,nan,nan,nan,10,nan,3.52,0.188
261479,ISK,1992,11,7,10,57,33.7,nan,27.35,38.85,nan,nan,nan,24,nan,3.44,0.188
261486,ISK,1992,11,7,11,39,4.4,nan,27.44,38.89,nan,nan,nan,11,nan,3.26,0.188
261538,ISK,1992,11,7,20,40,2.6,nan,26.98,38.45,nan,nan,nan,10,nan,3.44,0.188
261880,ISK,1992,11,10,2,30,36,nan,27.68,37.31,nan,nan,nan,6,nan,3.97,0.188
262064,ISK,1992,11,11,7,38,1.1,nan,29.76,39.09,nan,nan,nan,8,nan,3.7,0.188
262094,ISK,1992,11,11,10,53,19.1,nan,29,38.05,nan,nan,nan,10,nan,3.61,0.188
262182,ISK,1992,11,11,21,47,47.1,nan,29.78,38.99,nan,nan,nan,5,nan,3.26,0.188
262265,ISK,1992,11,12,9,33,12.7,nan,28.66,37.02,nan,nan,nan,13,nan,3.7,0.188
262280,ISK,1992,11,12,11,58,53.8,nan,26.63,37.46,nan,nan,nan,10,nan,3.88,0.188
262302,THE,1992,11,12,15,11,9,nan,26.63,38.65,nan,nan,nan,15.01,nan,4.69,0.188
262304,ISK,1992,11,12,15,25,51.6,nan,26.4,38.73,nan,nan,nan,12,nan,3.61,0.188
262307,THE,1992,11,12,15,47,47.8,nan,27.41,38.79,nan,nan,nan,15.01,nan,3.61,0.188
262363,ISK,1992,11,12,23,44,37.4,nan,26.53,38.83,nan,nan,nan,5,nan,3.35,0.188
262552,ISK,1992,11,14,4,10,26,nan,26.69,38.82,nan,nan,nan,12,nan,3.61,0.188
262579,ISK,1992,11,14,9,45,40.4,nan,26.29,38.81,nan,nan,nan,5,nan,3.52,0.188
262666,ISK,1992,11,14,21,13,0.8,nan,26.59,38.8,nan,nan,nan,10,nan,3.35,0.188
262679,ISK,1992,11,14,22,46,52.8,nan,26.28,38.63,nan,nan,nan,10,nan,3.35,0.188
262916,ISK,1992,11,16,7,32,45.4,nan,28.01,38.59,nan,nan,nan,16,nan,3.26,0.188
262945,ISK,1992,11,16,11,20,49.9,nan,29.23,37.83,nan,nan,nan,10,nan,3.44,0.188
263168,ISK,1992,11,17,18,6,38.4,nan,27.58,38.91,nan,nan,nan,6,nan,3.26,0.188
263206,ISK,1992,11,18,2,5,59.5,nan,27.5,39.4,nan,nan,nan,5,nan,3.26,0.188
263500,ISK,1992,11,19,19,19,28,nan,29.06,39.36,nan,nan,nan,5,nan,3.35,0.188
263532,ISK,1992,11,20,1,49,55.8,nan,28.39,39.45,nan,nan,nan,8,nan,3.26,0.188
263637,ISK,1992,11,20,18,40,17.4,nan,29.23,36.82,nan,nan,nan,20,nan,3.52,0.188
264067,ISK,1992,11,23,5,49,11.4,nan,27.59,39.36,nan,nan,nan,15,nan,3.26,0.188
264752,ISK,1992,11,27,10,17,39.1,nan,29.96,38.99,nan,nan,nan,10,nan,3.26,0.188
264764,ISK,1992,11,27,11,23,38.1,nan,27.63,39.11,nan,nan,nan,18,nan,3.26,0.188
264877,ISK,1992,11,27,21,27,15.3,nan,27.93,37.01,nan,nan,nan,10,nan,3.79,0.188
264878,ISK,1992,11,27,21,29,47.6,nan,27.37,37,nan,nan,nan,33,nan,3.7,0.188
264978,ISK,1992,11,28,11,53,36.3,nan,30.14,38.86,nan,nan,nan,10,nan,3.35,0.188
265138,ISK,1992,11,29,8,23,7.7,nan,27.63,39.47,nan,nan,nan,13,nan,3.26,0.188
265277,ISK,1992,11,30,9,5,47.7,nan,26.32,38.56,nan,nan,nan,5,nan,3.52,0.188
255483,ISK,1992,12,1,15,56,22.9,nan,29.96,37.52,nan,nan,nan,10,nan,3.61,0.188
255757,ISK,1992,12,3,15,37,42.1,nan,27.15,38.9,nan,nan,nan,6,nan,3.52,0.188
256041,ISK,1992,12,5,10,0,5,nan,28.84,36.85,nan,nan,nan,8,nan,3.26,0.188
256239,ISK,1992,12,6,16,26,27.4,nan,27.37,38.62,nan,nan,nan,7,nan,3.61,0.188
256262,ISK,1992,12,6,19,58,38.2,nan,26.53,38.7,nan,nan,nan,13,nan,3.44,0.188
256834,ISK,1992,12,10,16,57,20.5,nan,28.83,39.26,nan,nan,nan,5,nan,3.44,0.188
257056,ISK,1992,12,12,1,56,32.2,nan,27.38,39.39,nan,nan,nan,12,nan,3.26,0.188
257724,ISK,1992,12,16,1,17,27.3,nan,28.87,39.36,nan,nan,nan,15,nan,3.61,0.188
257787,ISK,1992,12,16,10,41,25.9,nan,30.45,37.82,nan,nan,nan,7,nan,3.52,0.188
257895,ISK,1992,12,17,2,5,51.3,nan,28.15,39.18,nan,nan,nan,14,nan,3.7,0.188
257995,ISK,1992,12,17,16,55,29.5,nan,26.95,36.74,nan,nan,nan,33,nan,3.79,0.188
258127,ISC,1992,12,18,12,24,18.47,0.9,27.4557,35.6362,12.8,6.981,nan,10,nan,4.14,0.246
258246,THE,1992,12,19,12,42,47.6,nan,26.7,38.86,nan,nan,nan,15.01,nan,3.88,0.188
258393,ISK,1992,12,20,16,11,6.7,nan,29.48,36.97,nan,nan,nan,25,nan,3.44,0.188
258416,ISK,1992,12,20,18,47,16,nan,28.74,39.21,nan,nan,nan,6,nan,3.26,0.188
259005,ISK,1992,12,25,2,25,49.3,nan,28.13,37.25,nan,nan,nan,10,nan,3.88,0.188
259021,ISK,1992,12,25,3,54,1.5,nan,28.27,37.43,nan,nan,nan,26,nan,3.61,0.188
259097,ISK,1992,12,25,16,44,4.2,nan,30.14,38.76,nan,nan,nan,24,nan,3.26,0.188
259106,ISK,1992,12,25,18,37,39.2,nan,29.09,36.95,nan,nan,nan,33,nan,3.44,0.188
259279,THE,1992,12,26,20,27,24.1,nan,28.74,39.21,nan,nan,nan,15.01,nan,3.52,0.188
259388,ISK,1992,12,27,14,57,22.1,nan,27.33,38.45,nan,nan,nan,10,nan,3.44,0.188
259459,ISK,1992,12,27,20,11,4.8,nan,28.62,39.26,nan,nan,nan,14,nan,3.26,0.188
259710,ISK,1992,12,28,21,59,7.4,nan,28.8,39.3,nan,nan,nan,14,nan,3.97,0.188
259800,ISC,1992,12,29,10,23,10.05,1.08,27.8383,35.1294,9.7,5.766,nan,51.8,10.2,4.03,0.225
259809,ISK,1992,12,29,11,41,5.4,nan,31.3,36.12,nan,nan,nan,9,nan,4.24,0.188
260010,ISK,1992,12,30,12,48,40.2,nan,30.64,38.54,nan,nan,nan,20,nan,3.26,0.188
260059,ISK,1992,12,30,18,10,22.6,nan,30.13,36.66,nan,nan,nan,33,nan,3.97,0.188
260090,ISK,1992,12,30,23,50,16.8,nan,28.69,39.29,nan,nan,nan,20,nan,3.52,0.188
260133,ISK,1992,12,31,6,37,19.4,nan,28.64,39.24,nan,nan,nan,15,nan,3.26,0.188
260291,ISK,1992,12,31,18,44,1.9,nan,26.85,38.58,nan,nan,nan,10,nan,3.79,0.188
250679,ISK,1993,1,5,11,22,29.5,nan,28.8,39.26,nan,nan,nan,8,nan,3.52,0.188
250702,ISK,1993,1,5,15,6,12,nan,28.37,39.51,nan,nan,nan,14,nan,3.35,0.188
251030,THE,1993,1,7,15,16,57.5,nan,26.59,38.75,nan,nan,nan,2,nan,3.7,0.188
251042,ISK,1993,1,7,16,30,31.8,nan,28.67,39.27,nan,nan,nan,8,nan,3.35,0.188
251210,ISK,1993,1,8,13,51,9.3,nan,27.17,38.88,nan,nan,nan,7,nan,3.7,0.188
251379,THE,1993,1,9,14,52,46.4,nan,30.07,36.1,nan,nan,nan,25,nan,4.69,0.188
251485,ISK,1993,1,10,2,57,33.7,nan,29.91,35.82,nan,nan,nan,33,nan,3.61,0.188
252074,ISK,1993,1,11,11,33,49.9,nan,31.21,36.07,nan,nan,nan,12,nan,4.15,0.188
252189,ISK,1993,1,11,16,32,3.9,nan,25.21,38.41,nan,nan,nan,10,nan,3.52,0.188
252263,ISK,1993,1,11,22,0,6.5,nan,29.33,37.22,nan,nan,nan,6,nan,3.35,0.188
252317,ISK,1993,1,12,6,12,37.6,nan,30.25,35.84,nan,nan,nan,10,nan,3.7,0.188
252322,ISK,1993,1,12,6,33,19.4,nan,29.79,37.44,nan,nan,nan,13,nan,3.26,0.188
252397,ISK,1993,1,12,16,51,19,nan,29.46,39.11,nan,nan,nan,8,nan,3.35,0.188
252400,ISK,1993,1,12,16,53,33.4,nan,26.7,36.42,nan,nan,nan,33,nan,3.44,0.188
252456,ISC,1993,1,13,0,56,12.05,0.61,28.7091,34.3169,6,6.4,90,81.6,15.9,4.13,0.225
252565,ISK,1993,1,13,12,50,37.8,nan,30.78,38.75,nan,nan,nan,9,nan,3.52,0.188
252606,ISK,1993,1,13,18,13,11.1,nan,30.12,38.59,nan,nan,nan,5,nan,3.52,0.188
252623,ISK,1993,1,13,19,52,18.5,nan,30.16,38.52,nan,nan,nan,10,nan,3.52,0.188
252773,THE,1993,1,14,15,24,24.9,nan,28.32,37.26,nan,nan,nan,1,nan,4.42,0.188
252816,ISK,1993,1,14,21,25,48.1,nan,29.37,37.68,nan,nan,nan,8,nan,3.26,0.188
252845,ISK,1993,1,15,1,29,43.5,nan,29.08,37.87,nan,nan,nan,10,nan,3.7,0.188
253169,ISK,1993,1,16,7,40,39,nan,28.02,37.33,nan,nan,nan,10,nan,3.52,0.188
253432,ISK,1993,1,18,5,58,36.7,nan,29.48,37.08,nan,nan,nan,7,nan,3.61,0.188
253442,ISK,1993,1,18,7,48,30.3,nan,28.26,39.33,nan,nan,nan,5,nan,3.35,0.188
253530,ATH,1993,1,18,19,23,26.1,nan,28.5,37.82,nan,nan,nan,42,nan,4.41,0.22
253749,ISK,1993,1,20,8,30,1.2,nan,29.76,36.52,nan,nan,nan,10,nan,3.44,0.188
253927,ISK,1993,1,21,12,50,16.3,nan,30.93,37.67,nan,nan,nan,10,nan,3.61,0.188
253982,ISK,1993,1,21,23,24,30.2,nan,27.07,35.24,nan,nan,nan,8,nan,3.97,0.188
253995,ISK,1993,1,22,1,35,31.8,nan,27.54,37.9,nan,nan,nan,10,nan,3.79,0.188
254608,ISK,1993,1,25,17,28,39.3,nan,28.05,36.64,nan,nan,nan,10,nan,3.7,0.188
254630,ISK,1993,1,25,23,0,7.6,nan,29.51,37.06,nan,nan,nan,10,nan,3.52,0.188
254789,ISK,1993,1,27,7,31,57.1,nan,28.73,39.31,nan,nan,nan,10,nan,3.35,0.188
254856,ISK,1993,1,27,16,0,15.7,nan,30.72,37.88,nan,nan,nan,10,nan,3.52,0.188
254857,ISK,1993,1,27,16,2,30.1,nan,30.8,37.95,nan,nan,nan,6,nan,3.52,0.188
254920,ISK,1993,1,28,2,59,57.4,nan,27.9,36.15,nan,nan,nan,7,nan,3.88,0.188
255023,ISK,1993,1,28,22,46,37.9,nan,29.86,37.27,nan,nan,nan,8,nan,3.7,0.188
246054,ISK,1993,2,2,3,59,9.5,nan,30.89,38.52,nan,nan,nan,10,nan,3.44,0.188
246059,ISK,1993,2,2,5,25,29,nan,27.35,37.06,nan,nan,nan,10,nan,3.44,0.188
246081,ISK,1993,2,2,10,33,43.7,nan,27.36,39.16,nan,nan,nan,10,nan,3.35,0.188
246185,ISK,1993,2,3,8,44,14.7,nan,26.78,38.4,nan,nan,nan,10,nan,3.52,0.188
246271,ISK,1993,2,4,0,29,37.1,nan,30.01,36.86,nan,nan,nan,10,nan,3.79,0.188
246303,ISK,1993,2,4,5,12,7.5,nan,29.27,36.95,nan,nan,nan,33,nan,3.26,0.188
246526,ISK,1993,2,5,12,35,13.4,nan,26.88,38.45,nan,nan,nan,7,nan,3.35,0.188
247054,ISK,1993,2,9,8,19,54.1,nan,27.84,39.41,nan,nan,nan,5,nan,3.52,0.188
247185,ISC,1993,2,10,2,46,7.82,0.85,26.8071,34.8347,13.4,7.354,nan,92.5,14.8,3.93,0.225
247219,ISK,1993,2,10,8,59,43.3,nan,30.54,37.17,nan,nan,nan,6,nan,3.88,0.188
247333,ISK,1993,2,11,0,20,8.9,nan,28.83,39.36,nan,nan,nan,6,nan,3.26,0.188
247414,ISK,1993,2,11,12,18,43.9,nan,27.84,38.9,nan,nan,nan,10,nan,3.44,0.188
247431,ISC,1993,2,11,14,27,28.52,2.23,27.065,34.972,28.4,9.792,nan,27,29.9,4.24,0.246
247449,ISK,1993,2,11,16,18,25.7,nan,28.77,36.61,nan,nan,nan,5,nan,3.44,0.188
247879,ISK,1993,2,14,10,13,16.9,nan,29.1,35.97,nan,nan,nan,33,nan,3.79,0.188
248649,ISK,1993,2,19,15,6,49.2,nan,29.09,39.23,nan,nan,nan,5,nan,3.26,0.188
248681,ISK,1993,2,19,19,40,3.8,nan,26.82,38.44,nan,nan,nan,10,nan,3.26,0.188
248798,ISK,1993,2,20,16,28,38.5,nan,29.71,38.95,nan,nan,nan,10,nan,3.26,0.188
249296,ISK,1993,2,24,10,3,38.2,nan,27.86,38.87,nan,nan,nan,5,nan,3.7,0.188
249601,ISK,1993,2,26,16,8,26,nan,29.52,37.06,nan,nan,nan,10,nan,3.7,0.188
249690,ISK,1993,2,27,7,12,2.5,nan,27.78,39.06,nan,nan,nan,10,nan,3.26,0.188
249698,ISK,1993,2,27,8,49,41.9,nan,27.56,38.15,nan,nan,nan,10,nan,3.26,0.188
249816,ISK,1993,2,28,2,55,48.5,nan,27.97,38.48,nan,nan,nan,5,nan,3.61,0.188
249915,ISC,1993,2,28,23,24,39.05,0.75,26.2175,35.1997,9.5,6.594,nan,10,nan,3.43,0.225
241193,ISK,1993,3,1,20,52,43.8,nan,27.87,39.38,nan,nan,nan,5,nan,3.52,0.188
241242,ISK,1993,3,2,6,6,56.3,nan,26.22,38.71,nan,nan,nan,10,nan,3.35,0.188
241279,THE,1993,3,2,12,11,24.3,nan,28.07,38.33,nan,nan,nan,3,nan,3.88,0.188
241317,ISK,1993,3,2,17,32,48.5,nan,27.23,38.11,nan,nan,nan,10,nan,3.35,0.188
241386,ISK,1993,3,3,7,40,16.5,nan,29.19,38.49,nan,nan,nan,10,nan,3.26,0.188
241404,ISK,1993,3,3,10,29,48.4,nan,28.01,38.4,nan,nan,nan,5,nan,3.35,0.188
241717,ISC,1993,3,5,6,44,41.59,0.5,27.2948,36.8391,5,6.1,90,10,nan,4.23,0.225
241821,THE,1993,3,5,15,19,22.1,nan,26.7,36.47,nan,nan,nan,147,nan,3.75,0.22
242292,ISK,1993,3,9,0,51,40.3,nan,27.98,38.32,nan,nan,nan,10,nan,3.52,0.188
242328,THE,1993,3,9,9,41,23.4,nan,28.81,39.16,nan,nan,nan,1,nan,3.97,0.188
242583,ISK,1993,3,11,6,9,52.1,nan,28.31,39.48,nan,nan,nan,5,nan,3.26,0.188
242636,ISK,1993,3,11,12,37,18.1,nan,28.72,39.27,nan,nan,nan,8,nan,3.26,0.188
242726,THE,1993,3,12,1,3,55.4,nan,26,38.8,nan,nan,nan,8,nan,3.7,0.188
242841,ISK,1993,3,12,16,59,3.4,nan,28.02,38.16,nan,nan,nan,10,nan,3.26,0.188
242988,ISK,1993,3,13,15,22,20.2,nan,31.51,36.85,nan,nan,nan,10,nan,3.61,0.188
243041,THE,1993,3,14,2,27,30,nan,28.11,39.19,nan,nan,nan,4,nan,3.79,0.188
243145,ISC,1993,3,14,20,37,4.22,1.2,26.5906,36.4117,28.8,8.442,nan,179.2,33.8,4.04,0.246
243282,ISK,1993,3,15,19,48,20.1,nan,28.97,36.5,nan,nan,nan,10,nan,3.79,0.188
243429,ISK,1993,3,16,17,51,13.8,nan,26.14,38.95,nan,nan,nan,10,nan,3.44,0.188
243456,ISK,1993,3,16,22,6,8.2,nan,29.16,37.01,nan,nan,nan,5,nan,3.44,0.188
243565,ISK,1993,3,17,12,35,20.4,nan,29.37,36.89,nan,nan,nan,33,nan,3.44,0.188
243657,ISK,1993,3,18,3,11,54.8,nan,26.21,39.07,nan,nan,nan,5,nan,3.26,0.188
244165,ISK,1993,3,21,3,42,19.5,nan,26.42,38.72,nan,nan,nan,5,nan,3.88,0.188
244167,ISK,1993,3,21,3,53,22.3,nan,26.56,38.76,nan,nan,nan,10,nan,3.52,0.188
244171,ISK,1993,3,21,4,31,6.6,nan,27.64,37.36,nan,nan,nan,8,nan,3.44,0.188
244174,ISK,1993,3,21,4,56,21.1,nan,26.04,38.63,nan,nan,nan,5,nan,3.7,0.188
244220,ISK,1993,3,21,12,29,36.3,nan,27.44,36.63,nan,nan,nan,10,nan,3.52,0.188
244367,ISK,1993,3,22,10,44,1.9,nan,29.03,36.68,nan,nan,nan,10,nan,3.61,0.188
244458,ISK,1993,3,22,23,38,46,nan,26.94,38.8,nan,nan,nan,10,nan,3.26,0.188
244632,THE,1993,3,24,3,48,50.8,nan,26.16,38.57,nan,nan,nan,10,nan,3.73,0.275
245066,ISK,1993,3,26,19,24,3.9,nan,27.79,39.13,nan,nan,nan,9,nan,3.52,0.188
245169,ISK,1993,3,27,8,15,46.1,nan,27.41,39.06,nan,nan,nan,11,nan,3.44,0.188
245557,THE,1993,3,29,18,6,33.9,nan,26.29,38.94,nan,nan,nan,12,nan,4.24,0.188
245638,ISK,1993,3,30,7,36,3.8,nan,28.85,38.13,nan,nan,nan,10,nan,3.52,0.188
245872,THE,1993,3,31,18,20,44,nan,27.95,39.14,nan,nan,nan,2,nan,4.24,0.188
245876,ISK,1993,3,31,18,47,21.2,nan,27.73,39.07,nan,nan,nan,10,nan,3.26,0.188
245897,ISK,1993,3,31,22,5,43.8,nan,30.74,38.38,nan,nan,nan,10,nan,3.7,0.188
236757,ISK,1993,4,1,14,59,44.7,nan,30.46,37.81,nan,nan,nan,13,nan,3.75,0.27
236951,ISK,1993,4,2,23,47,45.1,nan,29.16,39.29,nan,nan,nan,10,nan,3.65,0.27
237043,ISK,1993,4,3,15,20,31.4,nan,30.43,36.68,nan,nan,nan,10,nan,3.86,0.27
237127,ISK,1993,4,4,6,53,57.6,nan,27.13,37.86,nan,nan,nan,10,nan,3.54,0.27
237168,ISC,1993,4,4,15,26,29.42,0.94,27.4148,34.5198,10.3,7.794,nan,70.7,17.4,3.93,0.225
237223,ISK,1993,4,5,2,23,52.4,nan,26.94,36.33,nan,nan,nan,10,nan,3.54,0.27
