eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
914008,ISC,1914,10,3,22,7,7.36,0.62,30.0208,37.6292,14.99,7.741,27,15,nan,6.77,0.21
911975,ISC,1922,8,13,0,9,55.16,0.6,27.5466,35.3242,12.73,6.243,49,15,nan,6.52,0.21
909771,ISC,1926,3,18,14,6,15.92,0.49,29.5214,36.0207,9.206,5.393,23,15,nan,6.58,0.21
909893,ISC,1926,6,26,19,46,33.02,0.4,26.7955,36.681,8.672,5.31,31,15,nan,6.58,0.236
908579,ISC,1928,3,31,0,29,50.26,0.48,27.4943,38.2025,7.533,4.819,24,10,nan,6.33,0.275
905533,ISC,1933,4,23,5,57,35.52,0.37,27.2922,36.7509,7.318,4.214,23,15,nan,6.21,0.21
902170,ISC,1939,9,22,0,36,41.95,0.38,27.1644,39.2092,7.46,4.288,21,35,nan,6.21,0.236
897184,ISC,1948,2,9,12,58,18.44,0.32,27.1529,35.6309,6.181,4.28,31,15,nan,6.71,0.236
896705,ISC,1949,7,23,15,3,35.79,0.29,26.4468,38.712,5.304,3.724,30,15,nan,6.33,0.236
893317,ISC,1952,8,24,20,44,19.29,0.6,27.8327,35.1431,9.646,6.587,57,15,nan,5.2,0.21
893452,ISC,1952,9,23,20,30,53.55,0.58,29.6566,36.3922,8.26,5.352,48,15,nan,5.26,0.21
891652,ISC,1953,5,2,18,37,40.46,0.58,26.6157,38.4572,6.788,5.522,130,15,nan,5.51,0.21
891841,ISC,1953,7,22,15,9,36.31,0.47,28.5921,39.1233,5.147,4.366,174,10,nan,5.58,0.21
890595,ISC,1954,5,1,20,53,28.07,0.51,27.1413,37.7351,6.737,5.608,51,15,nan,5.58,0.236
890606,ISC,1954,5,3,13,29,45.83,0.5,27.3596,35.3397,7.964,5.935,58,25,nan,5.33,0.2
890931,ISC,1954,8,5,20,39,13.64,0.49,27.572,35.9004,8.26,5.663,45,25,nan,5.14,0.21
889750,ISC,1955,7,16,7,7,14.5,0.24,27.2841,37.6165,4.946,3.22,18,15,nan,6.4,0.21
888445,ISC,1956,7,9,3,11,45.15,0.23,25.9572,36.6637,5.05,3.462,22,20,nan,6.96,0.21
888537,ISC,1956,7,30,9,15,0.18,0.4,26.0949,35.7766,7.553,4.567,27,15,nan,6.02,0.21
886448,ISC,1957,4,25,2,25,41.16,0.23,28.699,36.405,4.975,3.488,20,35,nan,6.46,0.236
887449,ISC,1957,10,30,7,30,21.89,0.38,27.7182,35.2377,7.328,4.216,26,15,nan,5.83,0.236
884107,ISC,1958,4,3,7,18,37.51,0.34,27.5242,34.9017,5.374,4.55,25,15,nan,5.58,0.236
884247,ISC,1958,4,22,10,2,47.18,0.56,30.442,36.6728,9.457,7.029,36,35,nan,5.2,0.21
884337,ISC,1958,5,9,2,40,52.05,0.32,27.6973,36.5116,5.3,4.38,26,35,nan,5.64,0.21
885094,ISC,1958,9,4,0,2,58.69,0.5,26.7214,36.4474,8.171,5.724,27,25,nan,5.39,0.2
885722,ISC,1958,12,19,3,27,30.51,0.47,29.4571,37.7477,8.181,6.152,53,20,nan,5.07,0.21
881159,ISC,1959,1,7,22,22,0.43,0.48,29.1665,36.6009,9.766,5.294,30,15,nan,5.2,0.2
881860,ISC,1959,4,25,0,26,42.79,0.26,28.6323,36.9573,4.696,3.66,35,15,nan,5.83,0.21
882060,ISC,1959,5,20,16,36,54.51,0.56,26.493,36.6255,10.01,6.864,56,15,nan,5.07,0.21
883310,ISC,1959,11,19,14,0,31.85,0.38,26.6137,38.8167,6.127,4.971,34,20,nan,5.51,0.2
876618,ISC,1961,5,23,2,45,19.04,0.22,28.5938,36.6926,4.688,3.52,26,35,nan,6.27,0.2
874646,ISC,1962,4,28,12,43,52.29,0.32,26.7547,35.9778,5.997,3.909,33,65,nan,5.58,0.236
875315,ISC,1962,9,10,9,36,25.21,0.33,26.78,34.5867,6.015,4.262,25,25,nan,5.58,0.236
871958,ISC,1963,3,11,7,27,23.38,0.3,29.2184,37.943,5.666,4.136,29,30,nan,5.64,0.21
813187,ISC,1969,1,14,23,12,6.2,0.74,29.19,36.11,2.4,1.793,nan,22,5.5,6.39,0.3
811616,ISC,1969,3,28,1,48,29.5,0.93,28.46,38.55,1.736,2,90,4,5.7,6.86,0.3
809602,ISC,1969,4,6,3,49,33.9,0.54,26.41,38.47,1.48,1.9,90,16,4,6.07,0.3
808515,ISC,1969,5,1,20,6,45.4,0.81,27.73,35.39,5,3.889,nan,67,7.4,5.75,0.3
805810,ISC,1969,8,14,21,51,5.3,0.53,27.87,39.52,7.02,5.1,90,21,nan,5.27,0.3
804121,ISC,1969,9,4,19,25,26.6,0.71,27.17,35.11,5.2,3.452,nan,43,6.9,5.59,0.3
798506,ISC,1970,3,28,21,2,23.5,0.57,29.51,39.21,1.464,1.9,90,18,4.2,7.18,0.3
798587,ISC,1970,3,29,14,37,19.6,0.58,27.83,38.74,3.986,4.2,90,56,6.5,5.19,0.3
790102,ISC,1970,11,11,20,58,11.9,0.47,28.24,35.99,3,2.338,nan,35,4.7,5.35,0.3
787840,ISC,1971,1,2,3,25,35.5,1.84,29.0359,37.0651,3.814,3.6,90,6.6,12.4,4.5,0.22
787841,ISC,1971,1,2,3,54,20.06,1.38,29.1469,36.8028,13.73,13.2,90,59.7,21.6,4.41,0.22
788000,ISC,1971,1,8,22,10,20.28,0.73,26.9123,35.046,7,5.6,nan,62.7,9.9,4.41,0.22
788305,ISC,1971,1,16,15,9,53.33,0.31,26.8952,36.6326,3.314,3.9,90,156.9,3.8,4.13,0.22
788476,ISC,1971,1,23,11,12,24.61,0.31,26.3096,36.6131,3.5,2.609,nan,0,nan,4.03,0.22
788514,ISC,1971,1,24,15,27,19.55,0.76,26.6592,36.9516,9.1,6.865,nan,0,nan,3.85,0.22
788532,ISC,1971,1,25,8,15,16.4,2.43,27.0988,36.1878,24.2,19.31,nan,0,nan,4.13,0.22
788533,ATH,1971,1,25,8,25,20,nan,27.3,36.6,nan,nan,nan,15.01,nan,4.13,0.22
788694,ISC,1971,1,29,14,38,15.09,2.06,26.9817,36.5701,21.7,15.92,nan,0,nan,4.03,0.22
787609,ISC,1971,2,22,14,27,44.93,0.33,30.2979,37.2411,2.5,1.664,nan,46.9,3.5,5.19,0.3
784339,ISC,1971,5,12,6,25,15.37,0.9,29.7161,37.6402,2.368,3,90,30.2,6.7,5.9,0.22
784598,ISK,1971,5,16,14,41,49,nan,26.4,38.5,nan,nan,nan,15.01,nan,3.57,0.22
784936,ISK,1971,5,25,5,43,27,nan,29.7,39,nan,nan,nan,15.01,nan,6.27,0.225
783587,ISK,1971,6,19,0,27,14,nan,29.4,37.15,nan,nan,nan,15.01,nan,4.97,0.225
781862,ISK,1971,7,3,4,5,53.8,nan,27.8,35.1,nan,nan,nan,15.01,nan,5.27,0.3
779092,ISC,1971,10,6,1,46,38.79,0.27,30.1435,38.3197,2.974,3.6,90,19,nan,4.87,0.3
779184,ISC,1971,10,9,22,29,14.11,2.6,30.3271,37.2403,4.474,4.4,90,10.5,17.4,4.79,0.3
777053,ISC,1972,1,20,2,15,6.88,0.63,27.2285,36.6376,3.587,4.2,90,34.2,6.6,4.78,0.225
775969,ISC,1972,2,4,18,57,3.42,2.2,26.9211,36.1996,23.43,23.8,90,0,nan,4.22,0.22
776193,ISC,1972,2,14,4,4,20.68,2.83,27.2435,36.5982,29.1,20.34,nan,0,nan,4.5,0.22
776243,ISC,1972,2,16,12,48,29.44,0.43,25.5583,38.4465,3.932,4.2,90,0,nan,4.03,0.22
776281,ISC,1972,2,17,19,13,28.67,1.28,26.2431,34.7691,4.8,3.738,nan,1.7,8.2,4.41,0.22
776285,ISC,1972,2,17,23,55,25.47,2.22,27.5067,36.4686,20.29,24.5,90,0,nan,4.03,0.22
776344,ATH,1972,2,20,13,48,46,nan,24.9,36.9,nan,nan,nan,15.01,nan,3.38,0.22
776352,ISC,1972,2,20,19,33,33.1,nan,25.2132,36.6252,nan,nan,nan,0,nan,3.29,0.22
774961,ISC,1972,3,1,14,26,35.06,2.86,27.1287,37.4878,24.68,28.4,90,0,nan,3.94,0.22
775274,ISC,1972,3,10,15,52,55.47,0.76,25.1181,36.1036,8.968,9,90,100,nan,3.85,0.22
775276,ISC,1972,3,10,22,13,17.84,0.23,26.9758,36.5478,2.9,3,90,149.8,5.7,4.03,0.22
775356,ISC,1972,3,14,14,5,46.58,0.26,29.4715,39.3226,1.485,1.8,90,37.7,2.6,5.62,0.22
775525,ISC,1972,3,21,1,31,5.95,0.69,28.9429,34.6924,6.454,7.2,90,52.7,6.8,4.87,0.22
775675,ISC,1972,3,25,5,56,0.5,1.77,27.8723,36.8602,21.47,15.6,90,0,nan,4.13,0.22
775677,ISC,1972,3,25,6,16,8.75,0.92,27.5136,36.673,9.071,8.9,90,55.1,11.5,4.22,0.22
775831,ATH,1972,3,31,8,16,29,nan,31,37,nan,nan,nan,15.01,nan,4.78,0.22
775849,ISC,1972,3,31,20,4,29.26,0.72,27.3595,36.6826,9.303,8.3,90,0,nan,4.41,0.22
775850,ISC,1972,3,31,20,29,41.95,4.24,26.7459,36.4333,51.52,37.5,90,0,nan,4.03,0.22
775851,ISC,1972,3,31,20,32,1.2,1.53,27.094,36.6223,3.7,4.6,90,18.1,12.6,4.69,0.22
774020,ISC,1972,4,1,20,24,53.62,2.94,26.5294,36.5205,24.17,29.2,90,33,nan,4.5,0.22
774207,ISC,1972,4,7,6,31,23.11,1.8,26.6376,37.0095,19.4,18.4,90,120.1,34.4,4.22,0.22
774512,ISC,1972,4,16,21,31,13.99,0.43,26.8474,36.465,4.206,4.6,90,136.4,4.4,3.94,0.22
774569,ISC,1972,4,18,14,12,36.77,0.4,26.5814,36.292,4.7,3.571,nan,132.5,3.5,3.94,0.22
773103,ISC,1972,5,3,9,44,53.95,2.5,26.5221,36.8907,22.53,24.9,90,0,nan,4.13,0.22
773538,ATH,1972,5,16,16,28,15,nan,27.5,39,nan,nan,nan,15.01,nan,4.03,0.22
773885,ISC,1972,5,28,3,14,36.17,0.71,30.0364,38.9582,1.967,2.3,90,29.3,5.7,4.78,0.22
772130,ISC,1972,6,1,13,1,14.29,2.4,27.117,37.9327,22.67,25.6,90,40.7,56.2,4.13,0.22
772306,ISC,1972,6,8,0,29,46.1,0.91,26.8875,35.4596,7.534,8.4,90,47.1,12.3,4.22,0.22
772354,ISC,1972,6,9,7,42,20.53,0.57,26.5471,34.7258,3.5,2.729,nan,40.9,5.4,4.69,0.22
772581,ISC,1972,6,16,6,28,25.53,1.22,26.1178,38.5031,14.6,13.1,90,0,nan,3.66,0.22
772600,ISC,1972,6,16,17,32,57.81,0.34,25.9896,38.5714,3.784,3.9,90,0,nan,4.13,0.22
772749,ISC,1972,6,21,19,29,5.37,0.51,26.6862,36.5807,6.2,4.047,nan,0,nan,3.75,0.22
772785,ISC,1972,6,23,4,25,30.15,1.01,28.895,39.1886,9.774,10.1,90,41.5,25,4.5,0.22
772901,ISC,1972,6,26,12,31,58.89,0.38,27.089,35.5878,3.44,4,90,82.8,4.2,4.22,0.22
771634,ISC,1972,7,17,3,13,59.23,0.56,27.6318,35.1861,5.525,5.3,90,0,nan,4.5,0.22
771985,ISC,1972,7,28,14,17,53.67,0.18,26.6768,37.3369,2.2,1.63,nan,0,nan,3.85,0.22
770314,ISC,1972,8,6,10,6,57.07,0.9,27.0883,35.7736,4.405,5,90,7.7,6.3,4.41,0.22
770364,ISC,1972,8,8,5,37,6.33,0.45,26.2684,38.3836,4.241,3,90,0,nan,3.29,0.22
770445,ISC,1972,8,10,6,35,57.32,2.43,26.0856,38.1527,24.2,18.5,90,0,nan,3.66,0.22
770459,ATH,1972,8,10,20,56,56,nan,25,36.8,nan,nan,nan,15.01,nan,3.29,0.22
770798,ISC,1972,8,22,2,44,8.93,0.97,26.3068,34.8887,8.7,5.619,nan,58.3,10.7,4.22,0.22
770864,ISC,1972,8,23,21,14,17.35,0.87,25.963,38.6913,4.02,4.2,90,3.1,6.3,3.85,0.22
770908,ISC,1972,8,25,0,3,42.71,1.53,25.8268,38.6865,7.6,5.035,nan,10.8,12.6,3.75,0.22
771064,ISC,1972,8,29,2,48,36.89,0.53,29.1438,37.0004,5.463,5.2,90,0,nan,4.59,0.22
768965,ISC,1972,9,3,8,38,46.3,0.95,27.9848,39.1624,2.489,3.1,90,30.4,8.3,4.87,0.22
769136,ISC,1972,9,6,11,31,34.66,0.81,26.721,37.4576,7.081,8.7,90,0,nan,4.03,0.22
769150,ISC,1972,9,6,18,12,27.4,0.42,25.6002,35.5427,4.5,3.263,nan,86.9,3.7,4.03,0.22
769777,ISC,1972,9,22,23,55,38.79,1.16,27.2314,35.7886,10.1,5.508,nan,0,nan,4.22,0.22
769784,ISC,1972,9,23,2,1,3.89,2.26,27.2445,38.8906,22.31,18.1,90,0,nan,4.03,0.22
769916,ISC,1972,9,25,18,5,30.58,0.35,26.7804,36.5363,3.873,4.3,90,163.4,3.7,3.75,0.22
768034,ISC,1972,10,4,6,14,25.84,0.43,29.4383,39.1397,2.94,3.3,90,34.3,5.3,4.59,0.22
768220,ISC,1972,10,10,2,23,6.41,0.51,28.0718,35.2814,4.22,4.9,90,55,6.8,4.13,0.22
768288,ISC,1972,10,12,6,14,54.32,0.42,26.7514,38.8051,4.068,4,90,0,nan,3.75,0.22
768618,ISC,1972,10,23,9,56,27.46,2.41,26.3247,37.7799,7.817,6.9,90,28.1,22.4,4.41,0.22
766898,ISC,1972,11,1,15,43,29.9,0.58,25.5477,36.0223,5.136,5.9,90,0,nan,3.75,0.22
766899,ISC,1972,11,1,15,57,31.9,0.63,25.509,36.0963,5.147,6.2,90,49.2,9.3,3.85,0.22
767018,ISC,1972,11,4,22,48,12.24,0.36,25.4716,36.397,3.6,3.9,90,0,nan,3.66,0.22
767066,ISC,1972,11,6,7,7,27.21,1.21,27.4015,36.1779,9.5,5.118,nan,5,7.7,4.22,0.22
767409,ISC,1972,11,16,1,17,1.02,0.5,26.6283,35.545,4.8,2.71,nan,0,nan,4.22,0.22
765540,ISC,1972,12,2,13,28,22.75,0.59,27.0565,35.2849,3.9,2.547,nan,36.3,5.4,5.16,0.22
765609,ISC,1972,12,4,3,24,55.06,0.63,27.2854,35.1873,5.141,4.8,90,33.5,7.1,4.5,0.22
766397,ISC,1972,12,19,19,34,29.95,0.7,27.7416,35.2889,4.8,3.787,nan,40.8,6.8,4.78,0.22
766607,ISC,1972,12,24,5,43,53.82,0.66,27.0772,37.609,6.528,6.4,90,0,nan,4.22,0.22
764872,ISC,1973,1,13,23,12,5.83,1.01,26.7836,36.2952,10.2,7.915,nan,54,11.9,4.41,0.22
764999,ISC,1973,1,17,19,6,2.98,0.27,25.6486,36.6958,2.702,1.6,90,0,nan,3.57,0.22
765419,ISC,1973,1,30,5,41,43.93,0.53,26.192,38.6947,5.893,5.5,90,33,nan,3.94,0.22
765420,ATH,1973,1,30,5,50,28,nan,26.2,38.3,nan,nan,nan,15.01,nan,3.57,0.22
763576,ISC,1973,2,1,10,1,24.51,1.31,26.1238,34.9237,10.72,12.2,90,0,nan,4.03,0.22
763639,ISC,1973,2,3,18,27,57.87,nan,26.7736,36.8841,nan,nan,nan,0,nan,3.47,0.22
763750,ISC,1973,2,7,20,8,22.24,0.66,29.7643,37.577,6.103,5.6,90,33.9,9.1,4.5,0.22
763772,ISC,1973,2,8,14,33,14.13,1.14,28.7278,39.2465,11.77,9,90,38.3,16.1,4.41,0.22
764401,ISC,1973,2,27,17,10,10.54,1.4,29.8663,38.834,3.755,4.1,90,30.3,13,4.97,0.225
762229,ISC,1973,3,2,19,30,0.88,1.2,28.1126,39.2408,11.42,13.8,90,55,nan,4.41,0.22
761313,ISC,1973,4,8,9,52,47.45,0.94,28.3922,39.1658,3.062,3.4,90,7,6.7,4.41,0.22
761321,ISC,1973,4,8,19,33,31.14,0.63,25.8434,36.8416,6.7,4.978,nan,0,nan,3.85,0.22
761693,ISC,1973,4,19,6,0,17.93,0.58,27.4122,35.9563,5.658,5.9,90,47.3,7.1,4.41,0.22
761699,ISC,1973,4,19,11,26,25.22,1.26,26.4171,36.8143,12.2,8.975,nan,0,nan,4.13,0.22
761701,ISC,1973,4,19,11,34,31.82,0.79,26.5828,36.8924,6.8,7.3,90,0,nan,3.85,0.22
761719,ISC,1973,4,19,22,13,54.54,1.6,26.9419,38.2877,4.278,4.2,90,17.3,15.1,4.5,0.22
761722,ISC,1973,4,19,23,8,23.03,1.44,27.0107,37.4611,8.2,6.033,nan,5.2,15.3,3.94,0.22
761758,ISC,1973,4,21,2,5,16.64,1.49,26.9192,38.4314,13.41,15.3,90,0,nan,4.22,0.22
760272,ISC,1973,5,7,12,0,48.61,nan,25.5192,35.5894,nan,nan,nan,0,nan,3.38,0.22
759043,ISC,1973,6,5,14,33,59.23,1.04,26.0113,38.6759,5,3.763,nan,4.3,8.8,3.66,0.22
759098,ISC,1973,6,7,0,6,5.26,0.6,27.0706,35.0476,4.347,5.2,90,54.8,7.8,4.31,0.22
759592,ISC,1973,6,19,9,4,44.34,2.26,25.6216,38.3491,21.91,20.8,90,0,nan,3.47,0.22
757824,ISC,1973,7,1,14,23,33.46,1.06,26.9286,37.4337,8.354,10.3,90,0,nan,3.94,0.22
758000,ISC,1973,7,5,21,12,12.33,0.66,29.2161,38.8029,6.936,5.7,90,42.7,11,3.85,0.22
758501,ISC,1973,7,19,22,32,52.07,3.62,27.1552,36.0394,37.2,15.41,nan,0,nan,4.22,0.22
758798,ISC,1973,7,28,18,55,11.36,0.52,31.3896,36.0557,4.9,3.59,nan,76.7,5.4,4.69,0.22
758838,ISC,1973,7,29,15,1,20.6,2,28.5622,37.118,6.762,5.7,90,18.2,18.1,4.41,0.22
756968,ISC,1973,8,4,12,1,25.8,0.41,26.4949,37.1566,5.093,4.3,90,0,nan,3.47,0.22
757473,ISC,1973,8,21,21,17,5.72,1.69,25.9911,36.8257,15.75,17.1,90,0,nan,3.85,0.22
756139,ISC,1973,9,6,10,22,5.8,1.21,25.5604,37.8327,16.7,12.96,nan,74.9,34.4,3.29,0.22
756288,ISC,1973,9,12,1,26,49.02,0.26,26.9855,36.5644,2.916,3.5,90,156.7,3.3,4.22,0.22
756357,ISC,1973,9,14,19,43,35.46,1.09,26.5398,38.5782,11.05,12,90,0,nan,3.57,0.22
756399,ISC,1973,9,16,1,24,31.74,1,25.4296,38.0828,8.58,9.6,90,0,nan,3.29,0.22
756468,ISC,1973,9,18,8,47,45.18,0.78,30.3566,36.8496,6.6,4.737,nan,35.4,8.5,4.87,0.22
756679,ISC,1973,9,25,4,33,7.63,1.66,26.5526,38.3008,9.103,7.5,90,12.1,17.1,3.85,0.22
756807,ISC,1973,9,29,15,2,19.69,2.53,26.1396,37.0479,26.24,18.2,90,0,nan,3.66,0.22
755198,ISC,1973,10,6,21,19,59.01,0.79,26.3354,34.8018,5.8,3.728,nan,38.7,7.2,4.78,0.22
755314,ISC,1973,10,10,11,5,34.8,0.48,28.451,34.3361,4.1,2.973,nan,62.9,3.9,4.69,0.22
754155,ISC,1973,11,5,11,50,3.4,0.19,25.6109,38.3114,1.922,1.4,90,13.8,2.6,3.38,0.22
754355,ISC,1973,11,12,0,11,49.4,0.26,27.653,35.3953,4.1,3.269,nan,21,nan,5.25,0.22
754361,ISC,1973,11,12,4,16,39.02,0.8,27.9346,35.3322,7.4,4.095,nan,70.7,3.6,4.13,0.22
754366,ISC,1973,11,12,7,54,8.95,0.97,27.842,35.1705,8.877,8.8,90,81.8,11.4,4.41,0.22
754687,ISC,1973,11,22,12,10,36.4,3.62,26.3849,37.7705,13.03,12.9,90,13.6,27.6,3.47,0.22
753316,ISC,1973,12,5,3,50,50.45,0.33,26.4192,35.3625,2.5,1.753,nan,69.6,2.9,5.06,0.22
753426,ISC,1973,12,8,19,40,6.85,2.47,29.7522,37.3215,7.372,6.3,90,17.3,23.9,4.31,0.22
753551,ISC,1973,12,13,13,52,47.76,0.67,25.8788,36.5431,6.757,7.2,90,40,nan,4.13,0.22
753681,ISC,1973,12,18,15,56,54.77,1.25,26.4722,37.4315,11.78,11.5,90,0,nan,3.75,0.22
753802,ISC,1973,12,23,19,21,51.17,0.48,26.1207,35.9495,4.38,4.2,90,0,nan,3.75,0.22
753804,ISC,1973,12,23,22,3,9.65,0.85,25.8827,35.9646,9.899,9,90,50,nan,4.22,0.22
753805,ISC,1973,12,23,22,23,2.15,1.12,26.1435,35.7476,12.1,8.173,nan,50,nan,4.13,0.22
753819,ISC,1973,12,24,13,53,54.76,0.91,27.6928,35.0822,7.3,5.45,nan,53.4,8.3,4.97,0.22
752301,ISC,1974,1,5,8,19,39.36,0.38,27.7781,39.2733,3.7,4.2,90,0,nan,3.85,0.22
752338,ISC,1974,1,6,7,46,7.94,0.58,27.806,35.2914,5.028,6,90,64.4,9.7,4.5,0.22
752709,ISC,1974,1,17,1,36,48.71,2.43,27.5618,36.8131,25.76,20.4,90,0,nan,4.22,0.22
752737,ISC,1974,1,17,20,33,37.28,1.31,27.5731,35.5815,8.6,4.319,nan,8.6,7.1,3.94,0.22
752831,ISC,1974,1,21,0,13,8.51,0.41,28.0299,36.1816,4.6,4.3,90,76.6,4.5,3.85,0.22
753007,ISC,1974,1,26,5,19,16.26,1.48,29.7376,37.414,3.638,3.7,90,21.3,14.8,4.41,0.22
753010,ISC,1974,1,26,5,49,19.73,1.17,29.6035,37.2476,12.81,10.5,90,33.9,27.2,4.22,0.22
753068,ATH,1974,1,27,23,10,36,nan,25.7,36.5,nan,nan,nan,15.01,nan,3.75,0.22
751071,ISC,1974,2,1,0,1,2.12,0.93,27.2172,38.5522,2.6,3,90,24.3,7.5,5.34,0.225
751304,ISC,1974,2,5,15,5,25.03,0.23,26.8601,36.7392,2.3,1.8,nan,156.5,2.3,4.41,0.22
751343,ISC,1974,2,6,10,35,10.58,0.34,26.0577,38.1413,3.516,3,90,0,nan,3.75,0.22
751355,ISC,1974,2,6,17,36,39.65,1.2,26.1214,38.0668,9.668,10.6,90,0,nan,3.66,0.22
751623,ISC,1974,2,13,11,54,40.99,0.8,27.0024,38.0831,8.21,6.7,90,0,nan,3.29,0.22
751670,ISC,1974,2,15,1,9,26.3,1.18,26.4129,36.5391,12.09,12.4,90,48.3,35,4.03,0.22
752033,ISC,1974,2,26,7,32,17.82,2.34,27.4775,38.3238,28.79,28,90,43.9,30.1,4.03,0.22
749925,ISC,1974,3,1,6,4,49.44,0.89,25.5099,36.6653,3.337,2.5,90,0.2,7.8,3.57,0.22
749928,ISC,1974,3,1,6,47,25.78,0.76,25.5688,36.7499,3.317,3.5,90,5.5,6.8,3.57,0.22
750413,ISC,1974,3,12,18,21,34.74,0.44,26.4044,36.7594,3.7,2.5,nan,45.1,4.5,4.78,0.22
750561,ISC,1974,3,16,17,50,11.57,3.77,26.2125,35.8395,35.2,12.27,nan,0,nan,3.47,0.22
750735,ISC,1974,3,22,12,12,7.42,1,25.874,38.0753,9.871,8.1,90,0,nan,3.38,0.22
750736,ISC,1974,3,22,12,13,43.13,0.85,25.9532,38.1232,6.655,6.1,90,0,nan,3.38,0.22
750813,ISC,1974,3,24,7,9,30.62,1.61,29.5778,37.2712,9.406,7.2,90,7.8,12.5,3.94,0.22
748973,ISC,1974,4,3,10,37,28.99,1.21,27.4496,38.343,10.7,10.7,90,0,nan,4.03,0.22
749157,ISC,1974,4,8,17,35,39.58,0.27,27.1449,36.6209,3.299,3.5,90,149.1,3.3,3.85,0.22
749173,ISC,1974,4,9,3,17,22.92,7.5,27.0232,35.727,68,16.56,nan,0,nan,3.94,0.22
749352,ISC,1974,4,14,12,2,26.3,1.16,27.4688,36.0198,12.8,10.33,nan,59.3,15.5,4.41,0.22
749638,ISC,1974,4,22,3,20,14.41,0.49,27.6669,34.9181,3.985,4.1,90,64.9,4.8,4.41,0.22
749836,ISC,1974,4,28,21,7,25.07,0.84,27.3444,35.7987,5,3.4,nan,10.4,6.4,4.22,0.22
747911,ISC,1974,5,6,7,13,51.06,0.93,26.3385,35.8592,7,5.187,nan,5.5,8.4,3.85,0.22
747998,ISC,1974,5,8,22,24,54.83,0.55,27.0058,36.8679,6.4,4.512,nan,0,nan,4.03,0.22
748036,ISC,1974,5,9,17,2,24.32,2.12,27.2169,36.6181,6.228,6.1,90,26.1,17.8,4.78,0.22
748113,ISC,1974,5,12,0,20,57.56,0.27,26.8867,36.7121,2.8,1.916,nan,148.5,2.6,4.41,0.22
748136,ISC,1974,5,12,15,6,12.32,0.95,27.4259,36.608,10.71,9.3,90,100,nan,4.22,0.22
748335,ISC,1974,5,16,15,7,28.12,0.84,27.2676,36.1144,5.7,6.8,90,32.2,9.6,4.69,0.22
748464,ISC,1974,5,19,22,1,9.69,0.33,26.3104,35.4738,2.5,1.629,nan,84.1,2.8,4.97,0.22
748621,ISC,1974,5,24,21,27,8.6,0.94,29.2174,36.7252,7.711,8.4,90,36.9,19.6,4.41,0.22
746604,ISC,1974,6,1,1,45,37.58,1.41,26.9857,38.618,11.83,14.1,90,0,nan,3.29,0.22
746777,ISC,1974,6,6,9,49,21.93,2.15,25.7131,35.7253,23.01,12.7,90,8.2,23.3,3.47,0.22
746794,ISC,1974,6,6,18,54,27.08,0.51,25.9279,35.7751,5.079,4.7,90,0,nan,3.57,0.22
746944,ISC,1974,6,11,2,6,34.46,0.96,28.3546,34.6962,7.326,8.1,90,36.4,9.6,4.41,0.22
747105,ISC,1974,6,15,10,8,49.04,1.28,26.7701,36.8106,11.42,9.9,90,0,nan,3.85,0.22
747657,ISC,1974,6,30,3,55,24.63,4.66,25.6908,35.2666,52.3,21.64,nan,0,nan,4.13,0.22
745638,ISC,1974,7,7,22,31,51.94,1.66,27.0266,34.8498,15.5,11.29,nan,0,nan,4.31,0.22
745672,ISC,1974,7,9,2,32,15.45,0.3,28.4793,36.5708,2.2,1.775,nan,49.3,2.9,5.16,0.22
745744,ISC,1974,7,11,1,12,20.42,0.43,26.4512,35.5022,6.4,2.63,nan,4,5.5,3.85,0.22
746153,ISC,1974,7,20,14,49,34.37,1.07,26.9617,36.3494,12.1,5.372,nan,0,nan,4.22,0.22
746196,ISC,1974,7,21,12,58,41.69,1.65,27.0901,36.1018,13.19,15.2,90,49.6,24.8,4.31,0.22
746213,ISC,1974,7,21,23,56,18.55,nan,26.5888,35.9114,nan,nan,nan,0,nan,4.31,0.22
738241,ISC,1974,8,2,10,30,15.97,0.52,26.6987,35.6849,4.4,3.395,nan,56.3,4.5,4.41,0.22
738292,ISC,1974,8,3,10,44,43.43,2.03,26.7878,34.673,19.3,15.14,nan,0,nan,4.22,0.22
738347,ISC,1974,8,5,0,45,59.24,0.4,26.5776,38.3337,3.483,3.9,90,0,nan,3.75,0.22
738787,ISC,1974,8,15,5,37,54.99,0.56,30.1292,36.2825,6.126,6,90,88.4,10.2,4.22,0.22
737180,ISC,1974,9,5,7,9,7.46,0.73,26.2254,36.0088,8,6.196,nan,0,nan,3.57,0.22
737301,ISC,1974,9,8,23,13,0.28,0.14,25.8464,38.2656,1.8,1.115,nan,0,nan,3.38,0.22
737302,ISC,1974,9,9,0,4,16.11,0.6,25.9221,38.3281,6.3,3.86,nan,0,nan,3.47,0.22
738080,ISC,1974,9,29,6,35,33.4,0.46,27.8944,35.3953,3.4,2.657,nan,48.8,4.5,5.06,0.22
736042,ISC,1974,10,3,21,32,39.1,0.68,27.3042,35.2336,7.7,6.118,nan,101.7,13.2,4.31,0.22
736425,ISC,1974,10,13,17,46,31.31,0.65,25.8272,38.3552,5.246,6.3,90,0,nan,3.47,0.22
736859,ISC,1974,10,25,8,36,51.41,0.44,25.7851,38.3182,4.048,4.3,90,0,nan,3.85,0.22
